Rank,Club,Country,YOB,Gender
1243,26 Route du Run  ,FRA ,1973,M
1244,Ciucas X3  ,ROU ,1977,M
1245,Pena Guara  ,GBR ,1969,M
1246,Club Orange  ,MEX ,1974,M
1247,Bruille Lez Marchiennes  ,FRA ,1979,M
1248,Escuela de Running Cem  ,ESP ,1978,M
1249,Milano  ,VEN ,1984,M
1250,Chenove Triathlon Club  ,FRA ,1974,M
1251,Soubise  ,FRA ,1971,M
1252,Doa  ,SWE ,1976,M
1253,Chatenay Malabry  ,FRA ,1970,M
1254,Impulsion Trail Angers  ,FRA ,1961,M
1255,Motor City Endurance  ,USA ,1980,M
1256,Tournai  ,BEL ,1977,M
1257,CA-Pictave/Teamtri86  ,FRA ,1980,M
1258,Le Creusot  ,FRA ,1975,M
1259,Asptt  ,FRA ,1965,F
1260,Heiligenstein  ,FRA ,1965,M
1261,Cergy  ,FRA ,1977,M
1262,Genay  ,FRA ,1970,M
1263,London  ,BEL ,1975,M
1264,Braine L'Alleud  ,BEL ,1970,M
1265,Pierreval  ,FRA ,1972,M
1266,Champigny Sur Marne  ,FRA ,1985,M
1267,Neuilly Plaisance  ,FRA ,1959,M
1268,Marathon Misilmeri  ,ITA ,1984,M
1269,Pourrieres  ,FRA ,1970,M
1270,Goniolabs EC  ,SWE ,1970,M
1271,Autun Triathlon  ,FRA ,1966,M
1272,Hartfüßlertrail e.V.  ,GER ,1958,M
1273,Autun Triathlon  ,FRA ,1968,F
1274,Paris Universite Club  ,FRA ,1977,M
1275,Xrun  ,FRA ,1967,M
1276,LA Foulee de Bussigny  ,FRA ,1983,M
1277,Embrun  ,FRA ,1966,M
1278,Olimpico Vianense  ,POR ,1969,M
1279,Viana Do Castelo  ,POR ,1968,M
1280,Perwez  ,BEL ,1975,M
1281,Watermael-Boitsfort  ,BEL ,1972,M
1282,Emines  ,BEL ,1979,M
1283,Chatel-Guyon  ,FRA ,1971,M
1284,Miribel  ,FRA ,1965,M
1285,Plomelin  ,FRA ,1971,M
1286,Club Deportivo  ,ESP ,1972,M
1287,Club Atletismo Torrepa...  ,ESP ,1974,M
1288,Villars-Sur-Glâne  ,SUI ,1971,M
1289,Vourles  ,FRA ,1973,M
1290,Claye Souilly  ,FRA ,1985,M
1291,DAV Weilheim  ,GER ,1965,M
1292,La Roche-Sur-Yon  ,FRA ,1986,M
1293,Ldhd  ,BEL ,1979,M
1294,Laval  ,FRA ,1988,M
1295,Amsterdam  ,NED ,1965,M
1296,Mto2F  ,FRA ,1987,M
1297,Arradon  ,FRA ,1990,M
1298,London  ,GBR ,1970,M
1299,Nogent Sur Marne  ,FRA ,1973,M
1300,Seyssinet-Pariset  ,FRA ,1963,M
1301,Ovadese Trail Team Asd  ,ITA ,1964,M
1302,Lezignan-Corbieres  ,FRA ,1967,M
1303,Argentiere  ,FRA ,1978,M
1304,East Molesey  ,IRL ,1960,M
1305,Foulees Saussinoises  ,FRA ,1967,M
1306,Nointot  ,FRA ,1969,M
1307,Sportification  ,ITA ,1962,M
1308,Bra (Cn)  ,ITA ,1962,M
1309,Sliema  ,EST ,1975,M
1310,Saint Herblain  ,FRA ,1973,M
1311,Objetivo Trail  ,ESP ,1974,M
1312,Cimavilla Running Team  ,ITA ,1983,F
1313,SRK Zuti Sesir  ,CRO ,1973,M
1314,Gorbio  ,FRA ,1974,M
1315,Team du Grand ARC  ,FRA ,1969,M
1316,Gex  ,FRA ,1981,M
1317,A.S.D.Aperdifiato  ,ITA ,1969,M
1318,Team Vegan.AT  ,AUT ,1970,M
1319,Bois-Colombes  ,FRA ,1974,M
1320,Trento  ,ITA ,1974,F
1321,Brescia  ,ITA ,1966,F
1322,Fontenay Sous Bois  ,FRA ,1977,F
1323,Val Dolet  ,FRA ,1965,M
1324,Liernolles  ,FRA ,1969,M
1325,Federation Sportive de...  ,FRA ,1973,M
1326,Freyming-Merlebach  ,FRA ,1976,M
1327,US Crepy EN Valois  ,FRA ,1981,M
1328,Rekkem (Belgique)  ,FRA ,1976,M
1329,Hazebrouck  ,FRA ,1980,M
1330,Cumpliendo Suenos Apat...  ,ESP ,1974,M
1331,Sion  ,SUI ,1970,M
1332,Gravity  ,FRA ,1982,M
1333,Brockville  ,CAN ,1984,F
1334,Veniti CU NOI Arad  ,ROU ,1966,M
1335,Lupul Alb  ,ROU ,1972,M
1336,Salvamont Arad  ,ROU ,1985,M
1337,Pontivy  ,FRA ,1968,M
1338,Lobo Solitário  ,POR ,1976,M
1339,Orléans  ,FRA ,1981,M
1339,Le Tremblay S/Mauldre  ,FRA ,1966,M
1341,A.S.D. Kinomana  ,ITA ,1984,M
1342,Trecs  ,USA ,1978,M
1343,Szczecin  ,POL ,1981,M
1344,Prosport Atletica Leggere  ,ITA ,1971,M
1345,Drun  ,BRA ,1980,M
1346,Independiente  ,ESP ,1974,M
1347,Kasimis Training  ,GRE ,1957,M
1348,Taureaux Ailes Charleval  ,FRA ,1980,M
1349,Monza Marathon Team  ,ITA ,1965,M
1350,SRK Alba  ,CRO ,1974,F
1351,Singapour  ,FRA ,1988,M
1352,C. D. Soria 9  ,ESP ,1979,M
1353,Trailmuds  ,BEL ,1979,M
1354,Lewarde  ,FRA ,1980,M
1355,Saint Savin  ,FRA ,1991,M
1356,Festubert  ,FRA ,1972,M
1357,Cappuccino Cowboys  ,USA ,1981,M
1358,Lesquin  ,FRA ,1970,M
1359,Bonneville  ,FRA ,1978,M
1360,Antiguo Cuscatlan  ,ESA ,1986,M
1361,Ginestas X Trail  ,FRA ,1973,M
1362,Lyon Sport Metropole  ,FRA ,1968,M
1363,Chateauneuf De Grasse  ,FRA ,1972,M
1364,Paris  ,FRA ,1966,M
1365,Milano  ,ITA ,1985,F
1366,DSA Pontarlier  ,FRA ,1987,M
1367,Ertheo  ,DEN ,1976,M
1368,Team Trail Cholet  ,FRA ,1974,M
1369,Dresdner SC 1898  ,GER ,1978,M
1370,Colombes  ,FRA ,1987,M
1371,Blaru  ,FRA ,1983,M
1372,Paris  ,FRA ,1984,M
1373,Saint Antonin Du Var  ,FRA ,1974,M
1374,Besancon Triathlon  ,FRA ,1974,M
1375,Sollies Pont  ,FRA ,1965,M
1376,Chateaurenard  ,FRA ,1977,M
1377,Doceo Technosport  ,ITA ,1970,M
1378,Carrè  ,ITA ,1973,M
1379,KS Pegaz  ,POL ,1977,M
1380,CE Safran Pole Tech  ,FRA ,1990,M
1381,Bruxelles  ,BEL ,1986,M
1381,Jodoigne  ,BEL ,1984,M
1383,Villers Le Bouillet  ,BEL ,1986,M
1383,Tervuren  ,BEL ,1985,M
1385,Aosta  ,ITA ,1965,M
1386,ASD Podistica Peralto  ,ITA ,1971,M
1387,Sarre  ,ITA ,1967,M
1388,Paris  ,FRA ,1969,M
1389,Le Tampon  ,FRA ,1969,M
1390,les Potes de June  ,FRA ,1974,M
1391,Club 26 Allan  ,BEL ,1970,M
1392,Giekerk  ,NED ,1977,M
1393,Kikourou  ,FRA ,1970,M
1394,Asfi Villejuif  ,FRA ,1985,M
1395,Errance Reims Europe Club  ,FRA ,1959,M
1396,Germany  ,GER ,1987,M
1397,Nimes  ,FRA ,1986,M
1398,Kongens Lyngby  ,JPN ,1974,M
1399,Iseo  ,ITA ,1968,M
1400,Montauban  ,FRA ,1963,M
1401,Puteaux  ,FRA ,1975,M
1402,Plaisir  ,FRA ,1972,M
1403,Saint Pierre Bois  ,FRA ,1985,M
1404,Uccv  ,FRA ,1963,M
1405,Chaville  ,FRA ,1970,M
1406,Strasbourg  ,FRA ,1988,M
1407,Bucharest  ,ROU ,1982,F
1408,E2A S/S MJA  ,FRA ,1975,M
1409,Teamruntrail  ,FRA ,1968,M
1410,Menil  ,FRA ,1976,M
1411,Ardres  ,FRA ,1976,M
1412,Pontault Aac  ,FRA ,1968,M
1413,Wujek Biega  ,POL ,1972,M
1414,Coeur de Runneuses / E...  ,FRA ,1976,F
1415,CAF Chambery  ,FRA ,1973,F
1416,LA Roche Vendee Triathlon  ,FRA ,1975,M
1417,Défi-Outdoor la Rochelle  ,FRA ,1970,M
1418,Montevideo  ,URU ,1972,M
1419,Versailles  ,FRA ,1977,M
1420,Blagnac SC  ,FRA ,1973,M
1421,Point Trop N'En Faut  ,FRA ,1973,M
1422,Sours  ,FRA ,1962,M
1423,Prac Meinadier  ,FRA ,1976,M
1424,Caseto  ,ESP ,1981,M
1425,No Tomorrow Running Team  ,POR ,1972,M
1426,Poisy  ,FRA ,1973,M
1427,Paris  ,FRA ,1971,M
1428,Team Trail Cholet  ,FRA ,1958,M
1429,Beaumont  ,FRA ,1978,M
1430,KKB Mosir Krosno  ,POL ,1988,M
1431,Atletica 3V  ,ITA ,1983,M
1432,Krosno  ,POL ,1966,F
1433,Team Cdlc  ,FRA ,1971,M
1434,Chatenay Malabry  ,FRA ,1972,M
1435,Co Louth  ,IRL ,1963,M
1436,Miribel Les Echelles  ,FRA ,1979,M
1437,Association Coach Spor...  ,FRA ,1972,M
1438,Lay Saint Christophe  ,FRA ,1977,M
1439,Francheville  ,FRA ,1965,M
1440,Coach Sport Sante  ,FRA ,1970,M
1441,Club des Fausses Notes  ,FRA ,1967,M
1442,Torremolinos  ,ESP ,1967,M
1443,Cuble de Atletismo de ...  ,POR ,1961,M
1444,les Semelles de Plomb  ,FRA ,1973,M
1445,Pedraforca  ,POL ,1972,M
1446,Mollerussa  ,ESP ,1968,M
1447,GES. Serralada  ,ESP ,1964,M
1448,Freelancer  ,POL ,1975,M
1449,Bain De Bretagne  ,FRA ,1974,M
1450,Gorzów Wlkp.  ,POL ,1982,M
1451,Herdersem  ,BEL ,1977,M
1452,Tai Wai  ,HKG ,1970,M
1453,Wrocław  ,POL ,1970,M
1454,La Ville Du Bois  ,FRA ,1992,M
1455,Lofoten Ultraloperklubb  ,NOR ,1974,F
1456,Wierde  ,BEL ,1982,F
1457,Sztafeta Nadziei  ,POL ,1979,M
1458,Concord  ,CAN ,1961,F
1459,Team Soq.De  ,GER ,1965,M
1460,Lille  ,FRA ,1977,M
1461,Treize Septiers  ,FRA ,1971,M
1462,La Guyonniere  ,FRA ,1977,M
1463,Uisp Parma  ,ITA ,1964,M
1464,Barcelona  ,ESP ,1976,M
1465,Wellington  ,USA ,1986,F
1466,Waro Team  ,FRA ,1974,M
1467,Croissy Sur Seine  ,FRA ,1967,M
1468,Nature et Jogging  ,FRA ,1963,M
1469,Éguilles  ,FRA ,1955,M
1470,Warsaw  ,POL ,1974,M
1471,Arpajon  ,FRA ,1963,M
1472,Team Goret Trail  ,FRA ,1980,M
1473,Barchon  ,BEL ,1979,M
1474,RY  ,FRA ,1973,M
1475,TEC IF  ,SWE ,1976,F
1476,Caphg  ,FRA ,1963,M
1477,Road Runners Club Mila...  ,ITA ,1969,M
1478,Bauvin  ,FRA ,1965,M
1479,Saint Vallier  ,FRA ,1970,M
1480,Szczecinek  ,POL ,1970,M
1481,Rocca 79  ,ITA ,1967,M
1482,Cheiron Montagne  ,GBR ,1973,F
1483,Eveux  ,FRA ,1973,M
1484,La Crescenta  ,KOR ,1966,M
1485,Cookies Runners  ,FRA ,1988,M
1486,LA Foulee de Bussigny  ,SUI ,1984,F
1487,Mouries  ,FRA ,1971,M
1488,Super U Chamonix Vallot  ,FRA ,1982,M
1489,Super U Vallot  ,FRA ,1982,M
1490,Clube Pessoal Aguas Gaia  ,POR ,1971,M
1491,Point Trop N'En Faut  ,FRA ,1976,M
1492,Saint Clair Shores  ,USA ,1965,F
1493,Bourget Du Lac  ,FRA ,1984,M
1494,Atlant  ,BUL ,1983,M
1495,Aussac  ,FRA ,1968,M
1496,Vaucresson  ,FRA ,1976,M
1497,Genova  ,ITA ,1975,M
1498,La Chevallerais  ,FRA ,1973,M
1499,Pfinztal  ,GER ,1967,F
1500,Tierra Tragame  ,ESP ,1960,M
1501,G.A Noisy LE Grand / R...  ,CHN ,1984,M
1502,Komarówka Podlaska  ,POL ,1970,M
1503,Team Macatrail  ,FRA ,1982,M
1504,Flying Boosty  ,GER ,1969,F
1505,Stockholm  ,SWE ,1976,F
1506,100%Anima Trail  ,ITA ,1974,F
1507,Bcam Beziers  ,FRA ,1969,M
1508,Montréal  ,CAN ,1975,F
1509,Lyon  ,FRA ,1987,M
1510,Argonay  ,FRA ,1982,F
1511,Thones  ,FRA ,1973,M
1512,Monts et Merveilles Bo...  ,FRA ,1981,M
1513,Gr2012  ,ESP ,1958,M
1514,Cormerod  ,SUI ,1981,F
1515,Club de Montana Anyera  ,ESP ,1976,M
1516,Team Macatrail  ,FRA ,1974,M
1517,Robertsbridge  ,GBR ,1977,F
1518,Jcplp  ,FRA ,1981,F
1519,Roumoules  ,FRA ,1967,M
1520,AIX Athle  ,FRA ,1984,M
1521,Copenhagen Trail  ,DEN ,1963,M
1522,,JPN ,1979,M
1523,,ITA ,1971,M
1524,Åkersberga SK  ,SWE ,1986,M
1525,,HKG ,1976,M
1526,,USA ,1973,M
1527,Gottarunracing  ,CAN ,1968,M
1528,,USA ,1972,M
1529,Tecnirunner  ,ESP ,1971,M
1530,United Trail & Running  ,ITA ,1975,M
1531,Bayronman e.V.  ,GER ,1974,M
1532,UA Societe Generale  ,FRA ,1982,M
1533,Runaway Milano ASD  ,ITA ,1984,M
1534,,JPN ,1969,M
1535,,POL ,1992,F
1536,,JPN ,1971,M
1537,Team Run&Fun  ,FRA ,1967,M
1538,,GBR ,1972,M
1539,Crossfit Ozzano  ,ITA ,1980,M
1540,,SGP ,1970,M
1541,,USA ,1975,M
1542,LOS Pannas  ,BRA ,1973,M
1543,Avocado Ricardo  ,GBR ,1968,M
1544,,GBR ,1973,M
1545,Team Challande  ,SUI ,1976,M
1546,Faithwalkers  ,HKG ,1966,M
1547,Donwip Running  ,CAN ,1969,F
1547,,CAN ,1970,M
1549,Saint Mathieu Athlétic  ,FRA ,1973,M
1550,,ESP ,1974,M
1551,,ESP ,1985,M
1552,,JPN ,1972,M
1553,,GBR ,1967,M
1554,,ESA ,1986,M
1555,Jchsh  ,BEL ,1971,M
1556,,USA ,1974,M
1557,Atletica Winner Foligno  ,ITA ,1980,M
1558,PÉ NO Monte  ,POR ,1977,M
1559,Team Konkol  ,GER ,1978,M
1560,Usmm  ,FRA ,1967,M
1561,Club Manikou Organisat...  ,FRA ,1980,M
1562,,ALB ,1993,F
1563,Figeac Athlétisme Club  ,FRA ,1976,M
1564,Trtc  ,BEL ,1968,M
1565,Airbus Running  ,FRA ,1964,M
1566,,FRA ,1979,M
1567,,HKG ,1992,M
1568,the Peak Hunter  ,HKG ,1987,M
1569,S/L Club Athletic Moosch  ,FRA ,1989,F
1570,,USA ,1972,M
1571,Samurai Japan  ,JPN ,1973,M
1572,Athlé 632  ,FRA ,1977,M
1573,Club Alpí Palamós  ,ESP ,1977,M
1574,,CAN ,1981,M
1575,,FRA ,1973,M
1576,Profreezethailand  ,THA ,1984,M
1577,,USA ,1970,M
1578,Kinkazan NO Tanuki  ,JPN ,1985,M
1579,,NED ,1985,M
1580,Venice Avengers  ,THA ,1981,M
1581,,FRA ,1978,M
1582,,FRA ,1971,M
1583,,FRA ,1977,M
1584,,JPN ,1971,M
1585,Running MAD House  ,HKG ,1978,M
1586,,CAN ,1970,M
1587,Lyon Ultra Run  ,FRA ,1979,M
1588,Pelissier Sport  ,SUI ,1975,M
1589,,FRA ,1978,M
1590,Never Quit  ,SUI ,1974,M
1591,Ogose Guruguru  ,JPN ,1973,M
1592,,DEN ,1997,M
1593,Bukidnon  ,PHI ,1978,M
1594,Carroñeros  ,MEX ,1970,M
1595,U.S.F Triathlon Fonten...  ,FRA ,1973,M
1596,Whittle FIT / Summit F...  ,GBR ,1981,M
1597,JNT  ,JPN ,1975,M
1598,A.S.D. Verona Trail Ru...  ,ITA ,1967,M
1599,VTR  ,ITA ,1972,M
1600,Devínske Snežienky  ,SVK ,1987,M
1601,I Run With Leiva  ,ESP ,1971,M
1602,Houyhnhnm Running Club  ,JPN ,1977,M
1603,USM Gagny  ,FRA ,1961,M
1604,,MAR ,1977,F
1605,Magredi Mountain Trail  ,ITA ,1969,M
1606,,FRA ,1984,M
1607,LG Ultralauf  ,GER ,1964,M
1608,Bracknell Forest Runners  ,GBR ,1978,M
1609,Team Bertagne  ,FRA ,1984,F
1610,Aucun / Aucune  ,FRA ,1983,M
1611,LE Traileurflageotin  ,FRA ,1965,M
1612,Pontault AAC  ,FRA ,1982,F
1613,Running Conseil  ,FRA ,1963,M
1614,Team Davao Runners  ,PHI ,1975,M
1615,,FRA ,1983,F
1616,,POR ,1978,M
1617,,AUS ,1961,M
1618,Bangkok Runners  ,USA ,1977,F
1619,,AUS ,1988,F
1620,,POL ,1990,M
1621,,ITA ,1976,M
1622,,FRA ,1959,M
1623,,IRL ,1972,M
1624,,GBR ,1959,M
1625,Team Caballo Blanco  ,FRA ,1968,M
1626,Team A+/TDD  ,BEL ,1984,M
1627,,HKG ,1987,M
1628,,FRA ,1966,M
1629,BBA Trail Club  ,FRA ,1975,M
1630,,MEX ,1982,M
1631,,BEL ,1983,M
1632,,AUS ,1976,M
1633,,BEL ,1984,M
1634,,NED ,1986,M
1635,Tyco Group  ,THA ,1987,M
1636,Foulée Salonaise  ,FRA ,1989,M
1637,Trail Club Saint Gerva...  ,FRA ,1969,M
1638,Mangmao  ,THA ,1981,M
1639,,ITA ,1977,M
1640,,ITA ,1975,M
1641,,HKG ,1987,M
1642,Goen-NO-KAI  ,JPN ,1970,M
1643,CM Trail  ,BRA ,1979,M
1644,,SUI ,1959,F
1645,,JPN ,1983,M
1646,,THA ,1978,F
1647,Iomare Martillo / Run ...  ,JPN ,1976,M
1648,,POR ,1980,M
1649,,USA ,1957,M
1650,LE Confit Club  ,FRA ,1970,M
1651,,FRA ,1969,M
1652,,JPN ,1967,M
1653,Buena Vibra  ,PER ,1967,M
1654,Smut-Sunday Morning Ul...  ,IND ,1986,M
1655,팀코리아  ,KOR ,1960,M
1656,,KOR ,1972,F
1657,,FRA ,1983,M
1658,,HKG ,1980,M
1659,,HKG ,,M
1660,,CAN ,1977,M
1661,A.D.S. Marciacaratesi  ,ITA ,1982,M
1662,Trailway  ,THA ,1985,M
1663,Osaka Kyoiku University  ,JPN ,1976,M
1664,Trailway  ,THA ,1988,F
1665,Alzaia Naviglio Runners  ,ITA ,1988,M
1666,EL Padre  ,FRA ,1966,M
1667,,SUI ,1969,F
1668,,FRA ,1971,M
1669,,SUI ,1973,M
1670,,MAS ,1971,M
1671,Adfraa  ,AUS ,1985,M
1672,Equipe Sprot  ,AUT ,1971,M
1673,Dadou Cyclotourisme  ,FRA ,1981,M
1674,,HKG ,1984,M
1675,,AUS ,1974,M
1676,All4Run Košice  ,SVK ,1977,M
1677,Taverna Ninos  ,GRE ,1972,M
1678,,JPN ,1975,M
1679,ASD Space Running  ,ITA ,1982,M
1680,Amici DEL Mombarone  ,ITA ,1968,M
1681,,NED ,1969,F
1682,Running Doctors  ,KOR ,1992,M
1683,,KOR ,1963,M
1684,Lobo Solitário  ,POR ,1976,M
1685,Faithwalkers  ,HKG ,1985,F
1686,Faithwalkers  ,HKG ,1980,F
1687,Valley Striders AC  ,GBR ,1975,M
1688,,ITA ,1972,M
1689,,JPN ,1972,M
1690,Senja Sportsklubb Norway  ,NOR ,1972,M
1691,,SUI ,1968,M
1692,MrR  ,OMA ,1959,M
1693,,FRA ,1980,M
1694,Jernbrukets Ultra  ,SWE ,1981,M
1695,,FRA ,1973,M
1696,,SUI ,1979,M
1697,Hiroo DAD Running Club  ,JPN ,1964,M
1698,PE NO Monte  ,POR ,1977,M
1699,,JPN ,1978,F
1700,Banda DEI Malandrini ASD  ,ITA ,1967,M
1701,,ARG ,1976,M
1702,,FRA ,1970,M
1703,Ultrachaskis  ,PER ,1962,M
1704,Champ-REN  ,JPN ,1967,F
1705,Faithwalkers  ,HKG ,1979,M
1706,,JPN ,1979,F
1707,,FRA ,1994,F
1708,Rambouillet Sports  ,FRA ,1974,M
1709,,NZL ,1996,M
1710,Victoria Park Harriers...  ,GBR ,1966,F
1711,Team Bussy  ,FRA ,1977,M
1712,,ROU ,1979,M
1713,,HKG ,1993,M
1714,the Pengana Club  ,AUS ,1970,F
1715,,JPN ,1973,M
1716,,FRA ,1981,M
1717,,FRA ,1981,M
1718,,FRA ,1969,M
1719,Grup Esportiu Espalmador  ,ESP ,1979,M
1719,Prospect Park Track Club  ,USA ,1982,M
1719,C.E. Espalmador  ,ESP ,1973,M
1722,Mang-MAO  ,THA ,1975,M
1723,,FRA ,1973,M
1724,Running Panda  ,FRA ,1962,M
1725,Pickering Running Club...  ,GBR ,1981,F
1726,EA Cergy Pontoise Athl...  ,FRA ,1969,M
1727,Vesoul Marathon  ,FRA ,1973,M
1728,,ITA ,1976,M
1729,Team BDT  ,FRA ,1991,M
1730,BS Tamashii  ,JPN ,1975,M
1731,,FIN ,1975,M
1732,,FRA ,1982,M
1733,C.E. la Pobla Trail  ,ESP ,1976,M
1734,,GBR ,1971,M
1735,,THA ,1971,M
1736,,HKG ,1969,M
1737,,CHN ,1987,F
1738,,ARG ,1961,M
1739,Faithwalkers  ,HKG ,1977,M
1740,,MAS ,1978,M
1741,,FRA ,1971,M
1742,CAP Vercors  ,FRA ,1973,F
1743,Courir À Kervignac  ,FRA ,1970,M
1744,Courir À Kervignac  ,FRA ,1973,M
1745,,FRA ,1967,M
1746,Ultraindigne  ,SUI ,1974,M
1747,,CHN ,1973,F
1748,,THA ,1978,M
1749,Correrayuda  ,ARG ,1971,M
1750,,BEL ,1984,M
1751,,HKG ,1973,M
1752,,BRN ,1992,F
1753,,FRA ,1973,M
1754,Cmbm  ,FRA ,1976,M
1755,,AUS ,1962,M
1756,Mont Blanc Assessoria ...  ,BRA ,1977,F
1757,,FRA ,1965,M
1758,Hoka Thailand  ,THA ,1971,M
1759,LA Foulee de Greasque  ,FRA ,1971,F
1760,Corio Trail Running Team  ,ITA ,1985,M
1761,Oxygene68  ,FRA ,1978,M
1762,London  ,FRA ,1982,M
1763,Concord  ,CAN ,1961,F
1764,Ncurc  ,JPN ,1982,M
1765,LAC Blanc SKI Nordique  ,FRA ,1970,M
1766,London  ,GBR ,1974,M
1767,Dream Team  ,FRA ,1982,M
1767,PDC  ,COL ,1981,M
1769,Segeltorp  ,SWE ,1979,F
1770,Clermont-Ferrand  ,FRA ,1968,F
1771,Inzynier.EU  ,POL ,1967,M
1772,Shizuoka-City  ,JPN ,1973,M
1773,Pour Mamie <3 France A...  ,FRA ,1988,M
1774,Nerima Olc/Ultra PJ  ,JPN ,1962,M
1775,Alessandria  ,ITA ,1985,F
1776,Scuola DI Maratona Vit...  ,ITA ,1962,M
1777,Tokyo  ,JPN ,1971,F
1778,Paris  ,FRA ,1986,M
1779,Seogwipo Jeju Island  ,KOR ,1973,M
1780,SRD 315 Sjeverozapad  ,CRO ,1982,M
1781,Hyougo  ,JPN ,1976,M
1782,Courir A Vezin  ,FRA ,1963,M
1783,Courir et Sourire/Terr...  ,FRA ,1977,F
1784,Vincennes  ,FRA ,1980,M
1785,Carnouette  ,FRA ,1972,M
1786,Otopeni  ,ROU ,1981,M
1787,Bucharest  ,ROU ,1983,F
1788,NTP-Sasebo  ,JPN ,1967,M
1789,LDA-RC  ,JPN ,1969,M
