Rank,Club,Country,YOB,Gender
1244,Kalenji Team  ,PHI ,1985,M
1245,Sunt IN Forma  ,ROU ,1991,M
1246,庄内ゆるラン  ,JPN ,1977,M
1247,Team Iron Race  ,FRA ,1969,M
1248,Team Ironrace/Crosscall  ,FRA ,1974,M
1249,AC St Remy de Provence  ,FRA ,1971,M
1250,Rivolet  ,FRA ,1981,M
1251,Spheniscus  ,FRA ,1977,M
1252,ENT'Raid  ,FRA ,1967,M
1253,ENT'Raid 49  ,FRA ,1967,M
1254,Kikourou  ,FRA ,1963,M
1255,Kanagawa  ,JPN ,1977,M
1256,the Peak Hunter  ,HKG ,1993,M
1257,Hong Kong  ,HKG ,1984,M
1258,CAP D'Ail Macadam  ,FRA ,1977,M
1259,DES Sports de Megeve  ,FRA ,1970,M
1260,Team Qu.BE  ,BEL ,1987,M
1261,Rolls-Royce Harriers  ,GBR ,1962,M
1262,Genarps IF  ,FRA ,1971,M
1263,Team Raidlight  ,FRA ,1973,M
1264,Hong Kong Sar  ,HKG ,1975,M
1265,Hong Kong  ,HKG ,1989,M
1266,Anhui  ,CHN ,1987,M
1267,Brescia  ,ITA ,1969,M
1268,Sherbrooke  ,CAN ,1982,M
1269,Hiroshima-Ken  ,JPN ,1967,M
1270,Bangna  ,THA ,1980,M
1271,Kalenji Ultra Trail Team  ,CHN ,1991,M
1272,Cape Town  ,RSA ,1965,F
1272,大连海事大学@西安电子科技大学  ,CHN ,1984,M
1274,Rossendale Harriers & ...  ,GBR ,1972,M
1275,Saitama  ,JPN ,1970,F
1276,RAC  ,FRA ,1969,M
1277,ASD Vigonechecorre  ,ITA ,1976,F
1278,ASD Vigonechecorre  ,ITA ,1973,M
1279,Blue Tribe  ,ESP ,1956,M
1280,Saint-Just  ,FRA ,1986,M
1281,Impulsion Trail Angers  ,FRA ,1967,M
1282,Madrid  ,ESP ,1987,M
1283,Shanghai  ,CHN ,1972,M
1284,Genas  ,FRA ,1961,M
1285,Athleform42  ,FRA ,1968,F
1286,Saint-Chamond  ,FRA ,1983,M
1286,Victoriaville  ,CAN ,1964,M
1288,Québec  ,CAN ,1971,M
1289,Granada  ,ESP ,1980,M
1290,Suwon  ,KOR ,1969,M
1291,Hong Kong  ,HKG ,1971,M
1292,Tokyo  ,JPN ,1976,M
1293,Nuremberg  ,JPN ,1985,M
1294,Kratos Team  ,ITA ,1973,M
1295,Athletisme Saint-Panta...  ,FRA ,1966,M
1296,WTL Laxou  ,FRA ,1971,M
1297,WTL  ,FRA ,1967,M
1298,Uttg Club  ,CHN ,1974,M
1299,Tuen Mun  ,HKG ,1965,M
1300,Milton Keynes  ,GBR ,1971,M
1301,Weston Super Mare  ,GBR ,1972,F
1302,Thales / Team Lucien  ,FRA ,1982,M
1303,226 Long Distance  ,ESP ,1959,M
1304,Clapham Chasers  ,GBR ,1988,F
1305,Clapham Chasers  ,GBR ,1973,M
1306,Courmayeur Trailers  ,ITA ,1981,M
1307,DR. Merino/4Moove  ,POR ,1986,F
1308,Tokyo  ,JPN ,1964,M
1309,Tokyo  ,JPN ,1972,M
1310,Montbonnot  ,FRA ,1974,M
1311,Montbonnot St Martin  ,FRA ,1973,F
1312,AMC Aubagne  ,FRA ,1973,M
1313,Aurrera M.T. - Ondarroa  ,ESP ,1974,M
1314,Fspn/VNT/C6Po  ,FRA ,1978,M
1315,Loulans Verchamp  ,FRA ,1986,M
1316,Asptt Verdun  ,FRA ,1972,M
1317,Argentiere  ,FRA ,1971,M
1318,Wangwangaiyetuan  ,CHN ,1974,M
1319,Save Ibiza  ,ESP ,1982,M
1320,Quan^2  ,CHN ,1986,M
1321,Krunners  ,INA ,1981,M
1322,Tramuntanya  ,ESP ,1971,M
1323,Guangzhou Panyu  ,CHN ,1968,M
1324,A les NOU  ,ESP ,1974,M
1325,A les NOU  ,ESP ,1972,M
1326,Lyon  ,FRA ,1971,M
1327,UG  ,CHN ,1976,M
1328,Chamonix  ,GBR ,1970,F
1329,Yekaterinburg  ,RUS ,1980,M
1330,Black Forest Trail Team  ,GER ,1967,M
1331,Düsseldorf  ,FRA ,1966,M
1332,Vibram Trailrunning Team  ,CHN ,1981,M
1333,Elche  ,ESP ,1971,M
1334,Rrrc  ,GBR ,1961,M
1335,ASP Coureurs Puiseautins  ,FRA ,1965,M
1336,Singapore  ,SGP ,1975,M
1337,Pirey  ,FRA ,1987,M
1338,Boulogne Billancourt  ,FRA ,1972,F
1339,Newry  ,POL ,1980,F
1340,Jarapalos Trail  ,ESP ,1971,F
1341,Anderson Craft Ales  ,CAN ,1981,M
1342,Magny En Vexin  ,FRA ,1969,M
1343,Bioco Running Team  ,POL ,1983,M
1344,La Rochelle  ,FRA ,1970,M
1345,Mirotrans  ,POL ,1978,M
1346,Kertzfeld  ,FRA ,1977,M
1347,Pipaix  ,BEL ,1972,M
1348,Bondoufle  ,FRA ,1976,M
1349,Carquefou  ,FRA ,1964,F
1350,Biscarrosse Olympique  ,FRA ,1963,M
1351,Jogging Castelnau  ,FRA ,1950,M
1352,Montauban  ,FRA ,1985,M
1353,Atletica Alta Valtellina  ,ITA ,1980,M
1354,Rsea Penalara  ,ESP ,1970,M
1355,Avientu  ,ESP ,1977,M
1356,Frabosa Sottana  ,ITA ,1986,M
1356,Mudstacle  ,GBR ,1980,M
1358,Terdav  ,FRA ,1980,M
1359,Croix  ,FRA ,1977,M
1360,Startornot  ,FRA ,1983,M
1361,Saint Maur Des Fosses  ,FRA ,1972,M
1362,Osaka  ,JPN ,1972,M
1363,Luxembourg  ,LUX ,1976,M
1364,Warszawa  ,POL ,1965,M
1365,Trankilos  ,FRA ,1973,M
1366,Lunel  ,FRA ,1967,F
1367,Andover  ,GBR ,1961,M
1368,Broceliande Aventure 35  ,FRA ,1970,M
1369,Columbia Thailand  ,THA ,1974,M
1370,复旦mba跑团  ,CHN ,1986,M
1371,Krakow  ,POL ,1975,M
1372,Hangzhou  ,CHN ,1987,F
1373,Chatou  ,FRA ,1970,M
1374,Team☆Akinomichi  ,JPN ,1967,M
1375,Falcons MC  ,SUI ,1967,M
1376,Holmbridge  ,GBR ,1962,M
1377,Poznań  ,POL ,1977,M
1378,London  ,GBR ,1972,M
1379,Miribel  ,FRA ,1965,M
1380,CAP Endurance / Alboug...  ,FRA ,1975,M
1381,CAP Endurance  ,FRA ,1974,M
1382,CAP Endurance  ,FRA ,1972,M
1383,Ancy Sur Moselle  ,FRA ,1973,M
1384,Le Perreux Sur Marne  ,FRA ,1970,M
1385,C.E.E Trail Club  ,ESP ,1962,M
1386,Jarapalos Trail  ,ESP ,1973,M
1387,Runiam  ,ESP ,1987,M
1388,Spac  ,FRA ,1970,M
1389,Smartrun  ,GRE ,1966,M
1390,Kyoutofu  ,JPN ,1970,M
1391,Legnano  ,ITA ,1982,M
1392,Clamart  ,FRA ,1969,M
1393,Paris  ,FRA ,1986,M
1394,Jaworski Team  ,POL ,1978,M
1395,A20Km - Securitas - W ...  ,POR ,1981,M
1396,Spac  ,FRA ,1971,F
1397,Tokyo  ,JPN ,1982,M
1398,Hong Kong  ,HKG ,1969,M
1399,Hikgroup  ,HKG ,1985,M
1400,Antibes  ,FRA ,1976,M
1401,Twonames Trail  ,ESP ,1971,M
1402,Grenoble  ,FRA ,1973,M
1403,DO OR DIE  ,GER ,1980,M
1404,Saint Amand Montrond  ,FRA ,1986,M
1405,Chamalieres  ,FRA ,1974,M
1406,Up&Down/Emme Running  ,ITA ,1978,M
1407,Tokyo Japan  ,JPN ,1971,M
1408,Asunción  ,PAR ,1985,M
1409,AS Monaco  ,FRA ,1965,M
1410,HOT POT  ,CHN ,1968,M
1411,GLI Orsi  ,ITA ,1986,F
1412,Club Montaña Guardia C...  ,ESP ,1977,M
1413,Kowloon  ,HKG ,1958,M
1414,Like2Run.DK  ,DEN ,1961,M
1415,Asphalte94  ,FRA ,1960,M
1416,Kampamento Base  ,SWE ,1973,M
1417,Team CE Leman Industrie  ,FRA ,1978,M
1418,Beijing  ,CHN ,1980,M
1419,Arista  ,ESP ,1974,M
1420,Bozeman  ,USA ,1973,M
1421,Airbus Running  ,FRA ,1969,M
1421,Airbus Running  ,FRA ,1957,M
1423,Krakow  ,POL ,1988,M
1424,Malakoff  ,FRA ,1983,M
1425,WE Run Orange County'S...  ,USA ,1975,F
1426,Sopagu  ,KOR ,1972,M
1427,Team Bsp/ Team Amihan/...  ,PHI ,1986,M
1428,Montauban-De-Bretagne  ,FRA ,1972,M
1429,Amanlis  ,FRA ,1976,M
1430,Jasper  ,CAN ,1973,F
1431,Carrieres-Sur-Seine  ,FRA ,1972,M
1432,Erquan Club  ,CHN ,1970,M
1433,Littleton  ,USA ,1971,M
1434,Trailers des Aravis  ,FRA ,1974,M
1435,Pantin  ,FRA ,1961,M
1436,Madrid  ,ESP ,1981,M
1437,Claye Souilly  ,FRA ,1985,M
1438,Uacb  ,FRA ,1970,M
1439,新北市  ,TPE ,1981,M
1440,Kalenji  ,FRA ,1973,M
1441,Neuville De Poitou  ,FRA ,1957,M
1442,TSV Kusterdingen  ,GER ,1966,F
1443,Moissy Cramayel Athlet...  ,FRA ,1991,F
1444,Traileurs des Aravis  ,FRA ,1964,F
1445,Praz de LYS Sommand  ,FRA ,1972,M
1446,EAA Foulee Annemasse  ,FRA ,1968,M
1447,Explora Tarifa  ,ESP ,1960,M
1448,La Pine  ,USA ,1979,M
1449,Julbo  ,USA ,1981,F
1450,Compiegne  ,FRA ,1957,M
1451,Choisey  ,FRA ,1985,M
1452,Acro  ,JPN ,1978,M
1453,Madrid  ,ITA ,1982,M
1454,Thornbury Running Club  ,GBR ,1974,M
1455,Berlin  ,POL ,1984,M
1456,Maratonabili  ,ITA ,1957,M
1456,LZ CAP Nature  ,FRA ,1980,M
1458,Villerable  ,FRA ,1975,M
1459,Szentendre  ,HUN ,1976,F
1460,Compressportdk  ,DEN ,1974,M
1461,Striders of Croydon  ,TUR ,1975,M
1461,Team Compressport DK  ,DEN ,1981,M
1463,Singapore  ,FRA ,1980,M
1464,Hermitage Harriers  ,GBR ,1987,F
1465,Paris  ,JPN ,1980,F
1466,Aisb  ,USA ,1956,M
1467,Geieg  ,ESP ,1971,M
1468,Radom  ,POL ,1988,M
1469,Therdonne  ,FRA ,1973,M
1470,Droyes  ,FRA ,1976,M
1471,KM 0 Ponent Lleida  ,ESP ,1963,M
1472,Verneuil Sur Vienne  ,FRA ,1979,M
1473,Run IN Raid  ,FRA ,1983,M
1474,SG Hericourt  ,FRA ,1966,M
1475,Jouy-En-Josas  ,FRA ,1977,M
1476,Team ELK  ,JPN ,1961,M
1477,Santa Perpetua  ,ESP ,1976,M
1478,Coye-La-Foret  ,FRA ,1981,M
1479,Equipo Powerade Bolivia  ,BOL ,1979,M
1480,Vallouise  ,FRA ,1969,M
1481,Tramuntanya-Uell  ,ESP ,1963,M
1482,Tramuntanya Llanca  ,ESP ,1971,M
1483,Tokyo  ,JPN ,1973,M
1484,Kanizsai Futoklub  ,HUN ,1963,M
1485,Kanagawa  ,JPN ,1971,M
1486,ASD Leopodistica  ,ITA ,1971,M
1487,A.S.D. Leopodistica  ,ITA ,1970,M
1488,Stubbington Green Runners  ,GBR ,1959,M
1489,Auckley  ,GBR ,1972,M
1490,Hong Kong  ,HKG ,1984,M
1491,LA Foia.Com-Onil  ,ESP ,1971,M
1492,Born TO Run  ,BEL ,1956,M
1493,AS CHU Nantes  ,FRA ,1970,M
1494,路上越野  ,CHN ,1978,M
1495,RCB  ,BEL ,1970,M
1496,1000 Patte Vicquois  ,FRA ,1973,M
1497,Singapore  ,CYP ,1967,M
1498,Kunming Yunnan  ,CHN ,1981,F
1499,Vias  ,FRA ,1980,M
1500,Trail Starters  ,GER ,1986,M
1501,Athletic Club Monpellier  ,FRA ,1965,M
1502,N.A.  ,NED ,1962,M
1503,Domancy  ,FRA ,1971,M
1504,Sabadell  ,ESP ,1978,M
1505,Mirugain  ,ESP ,1971,M
1506,Errance Reims Europe Club  ,FRA ,1959,M
1507,les Boitheux  ,BEL ,1969,M
1508,CAF IDF  ,FRA ,1961,F
1509,Bangkok  ,THA ,1978,M
1510,WKW  ,POL ,1982,M
1511,Compressport Indonesia  ,INA ,1983,F
1512,Srd315Sjeverozapad  ,CRO ,1980,F
1513,Srd315Sjeverozapad  ,CRO ,1980,M
1514,Asptt Tours  ,FRA ,1967,M
1515,Chavannes Des Bois  ,USA ,1973,M
1516,Kedzierzyn-Kozle  ,POL ,1976,M
1517,Team★Akinomichi  ,JPN ,1966,M
1518,Spirito Trail  ,ITA ,1988,M
1519,Zimmersheim  ,FRA ,1960,M
1520,Chambery  ,FRA ,1977,M
1521,Voglans  ,FRA ,1976,M
1522,Easc  ,FRA ,1962,M
1523,Pangea  ,MEX ,1980,M
1524,Angers  ,FRA ,1969,M
1525,Gentilly  ,FRA ,1970,M
1526,Differdange  ,LUX ,1975,M
1527,Edinburgh  ,GBR ,1975,M
1528,Cheshire Hill Racers  ,GBR ,1950,M
1529,Ubeda  ,ESP ,1992,M
1530,Soest  ,NED ,1969,F
1531,Ciudad Autonoma De Bu...  ,ARG ,1989,M
1532,AS Lilly  ,FRA ,1965,M
1533,Maratoneti Cittadellesi  ,ITA ,1979,M
1534,Htrc / Blister Brothers  ,FIN ,1969,M
1535,Salomon Brasil / Tribo...  ,BRA ,1973,F
1536,Colombes  ,FRA ,1985,M
1537,Porto Alegre  ,BRA ,1968,M
1538,Upfit  ,BRA ,1962,M
1539,Dongcheng  ,CHN ,1975,M
1540,London  ,GBR ,1966,F
1541,Alpenrunners  ,GER ,1974,M
1542,Hong Kong  ,HKG ,1981,M
1543,Asls Sermaise  ,FRA ,1973,F
1544,Beams  ,JPN ,1986,M
1545,Asls Sermaise  ,FRA ,1967,M
1546,Asls  ,FRA ,1963,M
1547,Columbia  ,CHN ,1975,M
1548,Paris  ,FRA ,1966,M
1549,Urmston  ,GBR ,1980,M
1549,Chelles  ,FRA ,1973,M
1551,Sours  ,FRA ,1962,M
1552,Trucht Tarchomin Team  ,POL ,1970,M
1553,Ebaty  ,FRA ,1962,M
1554,Baulne  ,FRA ,1978,M
1555,Madeira Trail Team  ,POR ,1979,F
1556,Saint Gely Du Fesc  ,FRA ,1968,M
1557,Caba  ,ARG ,1981,M
1558,Soucht  ,FRA ,1979,M
1559,Sierra Bermeja Trail  ,ESP ,1982,M
1560,Efsra  ,FRA ,1960,M
1561,Chameuax de Beziers Tr...  ,FRA ,1970,M
1562,Wólka Orłowska  ,POL ,1978,M
1563,Lupi D’Appennino  ,ITA ,1965,M
1564,Le Mont Sur Lausanne  ,GBR ,1970,F
1565,Oleśnica Spalice  ,POL ,1968,F
1565,Warszawa  ,POL ,1977,M
1567,Orange Polska  ,POL ,1970,M
1568,Samba Trail Running Club  ,FIN ,1976,F
1569,Asikkalan Raikas  ,FIN ,1966,M
1570,Plaisir  ,FRA ,1971,M
1571,Central  ,JPN ,1961,M
1572,Pfinztal  ,GER ,1967,F
1573,Tokyo  ,JPN ,1986,M
1573,Iwamoto City TRC  ,JPN ,1984,M
1575,Kyoto  ,JPN ,1972,M
1576,Madeira Trail Team  ,POR ,1974,M
1577,Lapins Runners  ,FRA ,1989,M
1578,Noisy Le Grand  ,FRA ,1990,F
1579,Autun  ,FRA ,1963,M
1580,Saulon La Rue  ,FRA ,1987,M
1581,Impulsion Trail  ,FRA ,1965,M
1582,Atletica 75  ,ITA ,1986,M
1583,OS Andarines D´Aragon  ,ESP ,1992,M
1583,ADA Jeronimo Zurita  ,ESP ,1967,M
1585,Libiąż  ,POL ,1974,M
1586,Trail Running Zaragoza  ,ESP ,1981,M
1587,Chelles  ,FRA ,1987,M
1588,Tokyo  ,JPN ,1961,M
1589,Acrg  ,CHN ,1977,M
1590,SRD 315 Sjeverozapad  ,CRO ,1981,M
1591,Peak Chaser  ,HKG ,1956,M
1592,Saint Pierre Les Elbeuf  ,FRA ,1982,M
1593,Parimara  ,GBR ,1976,M
1594,Vibo Saby  ,ITA ,1977,M
1595,Nagaye Project Bike & Run  ,ITA ,1967,M
1596,Shanghai  ,CHN ,1990,M
1597,Samoens Trail Team  ,FRA ,1974,M
1598,Nowe Granice  ,POL ,1978,F
1599,Le Cannet  ,FRA ,1989,M
1600,Domloup  ,FRA ,1954,M
1601,Dsn74  ,FRA ,1989,M
1602,69069  ,FRA ,1958,M
1603,Team Trail 35  ,FRA ,1969,M
1604,Aucun  ,FRA ,1976,M
1605,Team Somlaproz  ,SUI ,1990,M
1606,Rueil-Malmaison  ,FRA ,1961,M
1607,HOT Blood Hard PIE  ,HKG ,1984,M
1608,Hong Kong  ,HKG ,1983,M
1609,the Peak Hunter  ,HKG ,1979,M
1610,Club AA  ,POL ,1985,M
1611,Kowloon  ,HKG ,1979,M
1612,AS Atletica Piacenza  ,ITA ,1967,M
1613,Machida City Tokyo  ,JPN ,1957,M
1614,Aigle  ,BEL ,1982,M
1614,Kirribilli  ,GBR ,1985,M
1616,Smardzow  ,POL ,1981,M
1617,ASD Trail Adventure Ma...  ,ITA ,1975,F
1617,A.S.D. Trail Adventure...  ,ITA ,1976,M
1619,Geispitzen  ,FRA ,1972,M
1620,Auvergne Team Nature T...  ,FRA ,1974,M
1621,Asunción  ,PAR ,1977,M
1622,Italpose  ,ITA ,1971,M
1623,Italpose  ,ITA ,1970,M
1624,Asunción  ,PAR ,1976,F
1625,Autodestruccion Triathlon  ,ESP ,1975,M
1625,Madrid  ,ESP ,1974,M
1627,Berry Runner  ,CHN ,1988,M
1627,Autodestruccion Triatlon  ,ESP ,1972,M
1629,Montpellier  ,FRA ,1982,M
1630,"Chaoyang District,Bei...  ",CHN ,1979,M
1631,Tychy  ,POL ,1964,M
1632,Courir A Comines  ,BEL ,1972,M
1633,Courir A Comines  ,BEL ,1981,M
1634,Athletic Club Pays D'A...  ,FRA ,1966,M
1635,Acpa  ,FRA ,1982,M
1636,Raidlight Israel  ,ISR ,1972,M
1637,Acpa  ,FRA ,1986,M
1638,Acpancenis  ,FRA ,1975,M
1638,Acpa  ,FRA ,1968,M
1638,AC Parempuyre  ,FRA ,1970,M
1641,Monza Marathon Team  ,AUT ,1966,F
1642,LA Pifia ST  ,ESP ,1975,M
1643,Tokyo  ,JPN ,1997,M
1644,Fenis  ,ITA ,1989,F
1645,New York  ,USA ,1984,M
1646,ASO Ntn-SNR  ,FRA ,1970,M
1647,Haikunokai  ,JPN ,1984,M
1648,EA Chambery  ,FRA ,1963,M
1649,Kuching  ,MAS ,1965,M
1650,Guangzhou  ,CHN ,1971,M
1651,"Yuexiu,Guangzhou  ",CHN ,1971,M
1652,Sevenoaks  ,GBR ,1968,M
1653,Free Boys Club  ,HKG ,1981,M
1654,Team Animatrail  ,ITA ,1971,M
1655,Mont Kiara Running Clu...  ,AUS ,1980,M
1656,Higashi Osaka  ,JPN ,1974,M
1657,Chevremont  ,FRA ,1968,M
1658,Woking  ,GBR ,1970,M
1659,Kalenji Team  ,FRA ,1971,F
1660,Asptt Verdun  ,FRA ,1958,M
1661,Settle Harriers  ,GBR ,1962,M
1662,Mitaka  ,JPN ,1966,F
1663,Udine  ,ITA ,1963,M
1664,Malmesbury  ,GBR ,1989,M
1665,Krunners  ,CHI ,1987,M
1666,Genova  ,ITA ,1966,M
1667,Forest Lodge Nsw  ,AUS ,1958,M
1668,Team-ONE  ,ESP ,1974,M
1669,AC Passy Sallanches Spac  ,FRA ,1968,M
1670,Knoxville  ,USA ,1963,F
1670,Marietta  ,USA ,1964,F
1672,Paris  ,FRA ,1978,M
1673,Cyprus Trail Runners  ,LTU ,1986,M
1674,Vilnius  ,LTU ,1978,M
1675,Arrow  ,CHN ,1983,M
1676,Antony  ,FRA ,1976,M
1677,N.T.  ,HKG ,1957,M
1678,Como  ,ITA ,1970,M
1679,"Ogaki, Gifu  ",JPN ,1964,M
1680,Lupi D'Appennino  ,ITA ,1981,M
1681,"Longhua, Shenzhen  ",CHN ,1984,F
1682,Farnham  ,GBR ,1966,M
1683,New Territories  ,HKG ,1972,M
1684,Kawanishi.Hyogo  ,JPN ,1956,M
1685,Running Club Chatenois...  ,FRA ,1973,M
1686,Katoomba  ,AUS ,1956,M
1687,Jesteburg  ,GER ,1966,M
1688,Ronchin Athletic Club  ,FRA ,1960,M
1689,Saddleworth Runners  ,GBR ,1973,M
1690,Forest Lake  ,SGP ,1972,F
1691,Ronchin Athletic Club  ,GER ,1961,F
1692,the Peak Hunter  ,HKG ,1984,M
1693,Lymm Runners  ,GBR ,1963,M
1694,Hong Kong  ,GBR ,1959,M
1695,Roma  ,ITA ,1966,M
1696,Columbia Sportwear  ,JPN ,1972,M
1697,LP Support  ,CHN ,1981,M
1698,RCF Issy Avia  ,FRA ,1986,M
1699,Hong Kong  ,POR ,1986,M
1700,Cainta  ,PHI ,1976,M
1701,Foulees de St Germain ...  ,FRA ,1965,M
1702,Troisfontaines  ,FRA ,1976,M
1703,Quan^2  ,CHN ,1970,M
1704,CA Belves  ,FRA ,1988,M
1705,S.M. C.A. Cafeterias W...  ,ESP ,1959,M
1706,G.S.D. Eurobike Swim a...  ,ITA ,1971,M
1707,S.M. C.A. Cafeterias W...  ,ESP ,1966,M
1708,S.M.Club de Atletismo ...  ,ESP ,1970,M
1709,Sens  ,FRA ,1982,M
1710,Clevedon AC  ,GBR ,1968,M
1711,Saint-Mande  ,FRA ,1977,M
1712,V Run  ,MAC ,1987,F
1713,Setagaya-Ku  ,JPN ,1970,M
1714,Vexintrail Association  ,FRA ,1975,M
1715,Fontainebleau  ,FRA ,1963,F
1715,Fontainebleau  ,FRA ,1959,M
1717,Team Viva la Vida  ,JPN ,1968,F
1718,Chengdu  ,CHN ,1986,M
1719,T-Farm  ,JPN ,1969,M
1720,Team Soq.de  ,GER ,1965,M
1721,Rolle  ,ESP ,1969,M
1722,Mountain Goat Pilipina...  ,PHI ,1983,M
1723,CIV Chevreuse  ,FRA ,1972,F
1724,Dunelm Running Team  ,CHN ,1984,M
1725,Ecouen  ,FRA ,1969,M
1726,Salamandrecos  ,POR ,1973,M
1727,Nishinomiya Hyogo  ,JPN ,1969,M
1728,Salamandrecos  ,POR ,1962,M
1729,Tsuen Wan  ,HKG ,1979,M
1730,Smac  ,FRA ,1989,M
1731,Smac  ,FRA ,1968,M
1732,Smac  ,FRA ,1978,M
1733,Tokyo  ,JPN ,1973,M
1734,Team Guangzhou Tema  ,CHN ,1969,M
1735,Ridge-I  ,JPN ,1981,M
1736,Embrach  ,SUI ,1956,M
1736,Mettmenstetten  ,SUI ,1988,M
1738,Ultra Bangkok  ,THA ,1975,M
1739,Milano  ,ITA ,1965,M
1740,Saulcy Sur Meurthe  ,FRA ,1966,M
1741,Genova  ,ITA ,1967,M
1742,Shatin  ,HKG ,1969,M
1742,Esports Querol- Pedala...  ,ESP ,1971,M
1744,Concord  ,CAN ,1961,F
1745,Gent  ,BEL ,1974,M
1746,Endurance School  ,UKR ,1985,F
1747,Isikawa  ,JPN ,1983,M
1748,Life Fever  ,HKG ,1976,M
1749,Association Neuville A...  ,FRA ,1970,M
1750,Coutances  ,FRA ,1969,M
1751,Team Yamazaki  ,JPN ,1974,M
1752,Arnhem  ,NED ,1966,M
1752,Gerenzano  ,ITA ,1969,M
1754,Labergement Les Seurre  ,FRA ,1967,F
1755,Tokyo  ,JPN ,1969,F
1756,Guatemala  ,GUA ,1967,F
1757,Hachioji City  ,JPN ,1965,M
1758,Tanzawa  ,JPN ,1972,M
1759,Team Viva la Vida  ,JPN ,1956,M
1760,Dunkerque  ,FRA ,1980,M
1761,La Celle Saint Cloud  ,FRA ,1968,M
1762,TKO Sport and Triathlo...  ,HKG ,1975,M
1763,Aosta  ,ITA ,1970,F
1764,Paris  ,FRA ,1969,M
1765,Mavir SE  ,HUN ,1976,M
1766,Amsterdam  ,JPN ,1975,F
1767,Jinan Wild Horse Triat...  ,CHN ,1977,M
1768,Inverurie  ,GBR ,1971,M
1769,US Ezanville-Ecouen  ,FRA ,1971,F
1770,Mediaseek  ,JPN ,1974,M
1771,Oberlunkhofen  ,SUI ,1964,M
1772,Lumpers  ,IRL ,1974,M
1773,Xttraid63  ,FRA ,1975,M
1774,CAM Vallee du Cher-Con...  ,FRA ,1959,M
1775,Belfaux  ,SUI ,1972,F
1776,Tokyo  ,JPN ,1971,M
1777,Bourg-La-Reine  ,FRA ,1962,M
1778,LE MEE Sport  ,FRA ,1969,M
1779,Seogwipo Jeju Island  ,KOR ,1973,M
1780,SRD 315 Sjeverozapad  ,CRO ,1982,M
1781,Hyougo  ,JPN ,1976,M
1782,Courir A Vezin  ,FRA ,1963,M
1783,Courir et Sourire/Terr...  ,FRA ,1977,F
1784,Vincennes  ,FRA ,1980,M
1785,Carnouette  ,FRA ,1972,M
1786,Otopeni  ,ROU ,1981,M
1787,Bucharest  ,ROU ,1983,F
1788,NTP-Sasebo  ,JPN ,1967,M
1789,LDA-RC  ,JPN ,1969,M
