Rank,Club,Country,YOB,Gender
1428,CLB de Montaña Anyera  ,ESP ,1971,M
1429,les Pompiers de L'Espoir  ,FRA ,1986,M
1430,Kaba Family  ,JPN ,1970,M
1431,CD YES With Cancer  ,ESP ,1975,F
1432,,GBR ,1975,M
1433,Faithwalkers  ,HKG ,1970,M
1434,,AUS ,1972,M
1435,,SUI ,1982,M
1436,,FRA ,1986,M
1437,SOH  ,FRA ,1984,F
1438,Biotrail  ,BEL ,1974,M
1439,,FRA ,1970,M
1440,,FRA ,1968,M
1441,Exxonmobil SL  ,FRA ,1968,M
1442,Portet Athletic Club  ,FRA ,1977,F
1442,,FRA ,1974,M
1444,,FRA ,1970,M
1445,Film MY Run  ,GBR ,1969,M
1446,,HUN ,1968,M
1447,Castle Peak Fugitive  ,HKG ,1980,M
1448,,MAS ,1987,M
1449,Upfit Trail  ,BRA ,1979,M
1450,,ARG ,1978,M
1451,,ISR ,1972,M
1452,Inmbbecilli Trail  ,ITA ,1989,M
1453,,FRA ,1987,M
1454,,GBR ,1980,M
1455,Unsui  ,JPN ,1984,M
1456,,BEL ,1985,M
1457,Club Excta.Uecanoia  ,ESP ,1973,M
1458,,SWE ,1971,F
1459,,FRA ,1987,F
1460,Phoenix Evorun  ,POR ,1989,M
1461,,GER ,1991,M
1462,Pinoy Runners - Norcal  ,USA ,1971,M
1463,,FRA ,1960,M
1464,,USA ,1964,M
1465,KTR  ,HKG ,1984,M
1466,Giffnock North AC  ,GBR ,1984,M
1467,,ESP ,1991,M
1468,,JPN ,1985,M
1469,,CHN ,1978,M
1470,Rbrg TRC  ,JPN ,1976,F
1471,,USA ,1997,M
1472,les Furêts D'Eiffage  ,VIE ,1983,M
1473,Team 100 Mile  ,JPN ,1968,M
1474,,ESP ,1969,M
1474,,ESP ,1971,M
1476,,POL ,1972,M
1477,,NED ,1989,F
1478,,FRA ,1969,M
1479,,JPN ,1979,M
1480,TRM/Fitnessplay  ,KOR ,1979,F
1481,,FRA ,1977,M
1482,,FRA ,1959,M
1483,,CHN ,1992,M
1484,,USA ,1994,F
1485,,AUS ,1977,M
1486,Beaujolais Runners  ,FRA ,1979,M
1487,Browery Team  ,POL ,1982,M
1488,Roda Trail  ,ESP ,1969,M
1489,Lloydminster Runners  ,CAN ,1966,M
1490,,HKG ,1986,F
1491,Kemuri Ventures  ,JPN ,1973,M
1492,,USA ,1970,M
1493,C.D. Rungosay  ,ESP ,1975,M
1494,,JPN ,1968,M
1495,A3 Alençon  ,FRA ,1978,F
1496,Bigmouthnomafia  ,JPN ,1982,F
1496,,FRA ,1964,F
1498,,FRA ,1973,M
1499,,FRA ,1974,M
1500,,BRA ,1989,M
1500,LA Foulee Vourloise  ,FRA ,1968,M
1502,,FRA ,1971,M
1503,the Village Runners  ,ISR ,1972,M
1504,,JPN ,1975,M
1505,,FRA ,1967,M
1506,Banda DEI Malandrini A...  ,ITA ,1990,M
1507,Champ-REN  ,JPN ,1977,M
1508,,FRA ,1972,M
1509,,JPN ,1978,M
1510,MY Brother MY Hero  ,ESP ,1980,M
1511,Club Manicou Organisation  ,FRA ,1974,M
1512,,FRA ,1986,M
1513,Performance Running Ou...  ,USA ,1991,M
1514,ASD Boves Run  ,ITA ,1967,M
1515,,THA ,1987,M
1516,,FRA ,1988,M
1517,,GER ,1961,M
1518,,FRA ,1988,M
1519,,FRA ,1987,M
1520,EDV-Viana Trail  ,POR ,1979,M
1521,Ultra Taaaaac Team  ,ITA ,1974,M
1522,,JPN ,1979,M
1523,,ITA ,1971,M
1524,Åkersberga SK  ,SWE ,1986,M
1525,,HKG ,1976,M
1526,,USA ,1973,M
1527,Gottarunracing  ,CAN ,1968,M
1528,,USA ,1972,M
1529,Tecnirunner  ,ESP ,1971,M
1530,United Trail & Running  ,ITA ,1975,M
1531,Bayronman e.V.  ,GER ,1974,M
1532,UA Societe Generale  ,FRA ,1982,M
1533,Runaway Milano ASD  ,ITA ,1984,M
1534,,JPN ,1969,M
1535,,POL ,1992,F
1536,,JPN ,1971,M
1537,Team Run&Fun  ,FRA ,1967,M
1538,,GBR ,1972,M
1539,Crossfit Ozzano  ,ITA ,1980,M
1540,,SGP ,1970,M
1541,,USA ,1975,M
1542,LOS Pannas  ,BRA ,1973,M
1543,Avocado Ricardo  ,GBR ,1968,M
1544,,GBR ,1973,M
1545,Team Challande  ,SUI ,1976,M
1546,Faithwalkers  ,HKG ,1966,M
1547,Donwip Running  ,CAN ,1969,F
1547,,CAN ,1970,M
1549,Saint Mathieu Athlétic  ,FRA ,1973,M
1550,,ESP ,1974,M
1551,,ESP ,1985,M
1552,,JPN ,1972,M
1553,,GBR ,1967,M
1554,,ESA ,1986,M
1555,Jchsh  ,BEL ,1971,M
1556,,USA ,1974,M
1557,Atletica Winner Foligno  ,ITA ,1980,M
1558,PÉ NO Monte  ,POR ,1977,M
1559,Team Konkol  ,GER ,1978,M
1560,Usmm  ,FRA ,1967,M
1561,Club Manikou Organisat...  ,FRA ,1980,M
1562,,ALB ,1993,F
1563,Figeac Athlétisme Club  ,FRA ,1976,M
1564,Trtc  ,BEL ,1968,M
1565,Airbus Running  ,FRA ,1964,M
1566,,FRA ,1979,M
1567,,HKG ,1992,M
1568,the Peak Hunter  ,HKG ,1987,M
1569,S/L Club Athletic Moosch  ,FRA ,1989,F
1570,,USA ,1972,M
1571,Samurai Japan  ,JPN ,1973,M
1572,Athlé 632  ,FRA ,1977,M
1573,Club Alpí Palamós  ,ESP ,1977,M
1574,,CAN ,1981,M
1575,,FRA ,1973,M
1576,Profreezethailand  ,THA ,1984,M
1577,,USA ,1970,M
1578,Kinkazan NO Tanuki  ,JPN ,1985,M
1579,,NED ,1985,M
1580,Venice Avengers  ,THA ,1981,M
1581,,FRA ,1978,M
1582,,FRA ,1971,M
1583,,FRA ,1977,M
1584,,JPN ,1971,M
1585,Running MAD House  ,HKG ,1978,M
1586,,CAN ,1970,M
1587,Lyon Ultra Run  ,FRA ,1979,M
1588,Pelissier Sport  ,SUI ,1975,M
1589,,FRA ,1978,M
1590,Never Quit  ,SUI ,1974,M
1591,Ogose Guruguru  ,JPN ,1973,M
1592,,DEN ,1997,M
1593,Bukidnon  ,PHI ,1978,M
1594,Carroñeros  ,MEX ,1970,M
1595,U.S.F Triathlon Fonten...  ,FRA ,1973,M
1596,Whittle FIT / Summit F...  ,GBR ,1981,M
1597,JNT  ,JPN ,1975,M
1598,A.S.D. Verona Trail Ru...  ,ITA ,1967,M
1599,VTR  ,ITA ,1972,M
1600,Devínske Snežienky  ,SVK ,1987,M
1601,I Run With Leiva  ,ESP ,1971,M
1602,Houyhnhnm Running Club  ,JPN ,1977,M
1603,USM Gagny  ,FRA ,1961,M
1604,,MAR ,1977,F
1605,Magredi Mountain Trail  ,ITA ,1969,M
1606,,FRA ,1984,M
1607,LG Ultralauf  ,GER ,1964,M
1608,Bracknell Forest Runners  ,GBR ,1978,M
1609,Team Bertagne  ,FRA ,1984,F
1610,Aucun / Aucune  ,FRA ,1983,M
1611,LE Traileurflageotin  ,FRA ,1965,M
1612,Pontault AAC  ,FRA ,1982,F
1613,Running Conseil  ,FRA ,1963,M
1614,Team Davao Runners  ,PHI ,1975,M
1615,,FRA ,1983,F
1616,,POR ,1978,M
1617,,AUS ,1961,M
1618,Bangkok Runners  ,USA ,1977,F
1619,,AUS ,1988,F
1620,,POL ,1990,M
1621,,ITA ,1976,M
1622,,FRA ,1959,M
1623,,IRL ,1972,M
1624,,GBR ,1959,M
1625,Team Caballo Blanco  ,FRA ,1968,M
1626,Team A+/TDD  ,BEL ,1984,M
1627,,HKG ,1987,M
1628,,FRA ,1966,M
1629,BBA Trail Club  ,FRA ,1975,M
1630,,MEX ,1982,M
1631,,BEL ,1983,M
1632,,AUS ,1976,M
1633,,BEL ,1984,M
1634,,NED ,1986,M
1635,Tyco Group  ,THA ,1987,M
1636,Foulée Salonaise  ,FRA ,1989,M
1637,Trail Club Saint Gerva...  ,FRA ,1969,M
1638,Mangmao  ,THA ,1981,M
1639,,ITA ,1977,M
1640,,ITA ,1975,M
1641,,HKG ,1987,M
1642,Goen-NO-KAI  ,JPN ,1970,M
1643,CM Trail  ,BRA ,1979,M
1644,,SUI ,1959,F
1645,,JPN ,1983,M
1646,,THA ,1978,F
1647,Iomare Martillo / Run ...  ,JPN ,1976,M
1648,,POR ,1980,M
1649,,USA ,1957,M
1650,LE Confit Club  ,FRA ,1970,M
1651,,FRA ,1969,M
1652,,JPN ,1967,M
1653,Buena Vibra  ,PER ,1967,M
1654,Smut-Sunday Morning Ul...  ,IND ,1986,M
1655,팀코리아  ,KOR ,1960,M
1656,,KOR ,1972,F
1657,,FRA ,1983,M
1658,,HKG ,1980,M
1659,,HKG ,,M
1660,,CAN ,1977,M
1661,A.D.S. Marciacaratesi  ,ITA ,1982,M
1662,Trailway  ,THA ,1985,M
1663,Osaka Kyoiku University  ,JPN ,1976,M
1664,Trailway  ,THA ,1988,F
1665,Alzaia Naviglio Runners  ,ITA ,1988,M
1666,EL Padre  ,FRA ,1966,M
1667,,SUI ,1969,F
1668,,FRA ,1971,M
1669,,SUI ,1973,M
1670,,MAS ,1971,M
1671,Adfraa  ,AUS ,1985,M
1672,Equipe Sprot  ,AUT ,1971,M
1673,Dadou Cyclotourisme  ,FRA ,1981,M
1674,,HKG ,1984,M
1675,,AUS ,1974,M
1676,All4Run Košice  ,SVK ,1977,M
1677,Taverna Ninos  ,GRE ,1972,M
1678,,JPN ,1975,M
1679,ASD Space Running  ,ITA ,1982,M
1680,Amici DEL Mombarone  ,ITA ,1968,M
1681,,NED ,1969,F
1682,Running Doctors  ,KOR ,1992,M
1683,,KOR ,1963,M
1684,Lobo Solitário  ,POR ,1976,M
1685,Faithwalkers  ,HKG ,1985,F
1686,Faithwalkers  ,HKG ,1980,F
1687,Valley Striders AC  ,GBR ,1975,M
1688,,ITA ,1972,M
1689,,JPN ,1972,M
1690,Senja Sportsklubb Norway  ,NOR ,1972,M
1691,,SUI ,1968,M
1692,MrR  ,OMA ,1959,M
1693,,FRA ,1980,M
1694,Jernbrukets Ultra  ,SWE ,1981,M
1695,,FRA ,1973,M
1696,,SUI ,1979,M
1697,Hiroo DAD Running Club  ,JPN ,1964,M
1698,PE NO Monte  ,POR ,1977,M
1699,,JPN ,1978,F
1700,Banda DEI Malandrini ASD  ,ITA ,1967,M
1701,,ARG ,1976,M
1702,,FRA ,1970,M
1703,Ultrachaskis  ,PER ,1962,M
1704,Champ-REN  ,JPN ,1967,F
1705,Faithwalkers  ,HKG ,1979,M
1706,,JPN ,1979,F
1707,,FRA ,1994,F
1708,Rambouillet Sports  ,FRA ,1974,M
1709,,NZL ,1996,M
1710,Victoria Park Harriers...  ,GBR ,1966,F
1711,Team Bussy  ,FRA ,1977,M
1712,,ROU ,1979,M
1713,,HKG ,1993,M
1714,the Pengana Club  ,AUS ,1970,F
1715,,JPN ,1973,M
1716,,FRA ,1981,M
1717,,FRA ,1981,M
1718,,FRA ,1969,M
1719,Grup Esportiu Espalmador  ,ESP ,1979,M
1719,Prospect Park Track Club  ,USA ,1982,M
1719,C.E. Espalmador  ,ESP ,1973,M
1722,Mang-MAO  ,THA ,1975,M
1723,,FRA ,1973,M
1724,Running Panda  ,FRA ,1962,M
1725,Pickering Running Club...  ,GBR ,1981,F
1726,EA Cergy Pontoise Athl...  ,FRA ,1969,M
1727,Vesoul Marathon  ,FRA ,1973,M
1728,,ITA ,1976,M
1729,Team BDT  ,FRA ,1991,M
1730,BS Tamashii  ,JPN ,1975,M
1731,,FIN ,1975,M
1732,,FRA ,1982,M
1733,C.E. la Pobla Trail  ,ESP ,1976,M
1734,,GBR ,1971,M
1735,,THA ,1971,M
1736,,HKG ,1969,M
1737,,CHN ,1987,F
1738,,ARG ,1961,M
1739,Faithwalkers  ,HKG ,1977,M
1740,,MAS ,1978,M
1741,,FRA ,1971,M
1742,CAP Vercors  ,FRA ,1973,F
1743,Courir À Kervignac  ,FRA ,1970,M
1744,Courir À Kervignac  ,FRA ,1973,M
1745,,FRA ,1967,M
1746,Ultraindigne  ,SUI ,1974,M
1747,,CHN ,1973,F
1748,,THA ,1978,M
1749,Correrayuda  ,ARG ,1971,M
1750,,BEL ,1984,M
1751,,HKG ,1973,M
1752,,BRN ,1992,F
1753,,FRA ,1973,M
1754,Cmbm  ,FRA ,1976,M
1755,,AUS ,1962,M
1756,Mont Blanc Assessoria ...  ,BRA ,1977,F
1757,,FRA ,1965,M
1758,Hoka Thailand  ,THA ,1971,M
1759,LA Foulee de Greasque  ,FRA ,1971,F
1760,Corio Trail Running Team  ,ITA ,1985,M
1761,Oxygene68  ,FRA ,1978,M
1762,London  ,FRA ,1982,M
1763,Concord  ,CAN ,1961,F
1764,Ncurc  ,JPN ,1982,M
1765,LAC Blanc SKI Nordique  ,FRA ,1970,M
1766,London  ,GBR ,1974,M
1767,Dream Team  ,FRA ,1982,M
1767,PDC  ,COL ,1981,M
1769,Segeltorp  ,SWE ,1979,F
1770,Clermont-Ferrand  ,FRA ,1968,F
1771,Inzynier.EU  ,POL ,1967,M
1772,Shizuoka-City  ,JPN ,1973,M
1773,Pour Mamie <3 France A...  ,FRA ,1988,M
1774,Nerima Olc/Ultra PJ  ,JPN ,1962,M
1775,Alessandria  ,ITA ,1985,F
1776,Scuola DI Maratona Vit...  ,ITA ,1962,M
1777,Tokyo  ,JPN ,1971,F
1778,Paris  ,FRA ,1986,M
1779,Seogwipo Jeju Island  ,KOR ,1973,M
1780,SRD 315 Sjeverozapad  ,CRO ,1982,M
1781,Hyougo  ,JPN ,1976,M
1782,Courir A Vezin  ,FRA ,1963,M
1783,Courir et Sourire/Terr...  ,FRA ,1977,F
1784,Vincennes  ,FRA ,1980,M
1785,Carnouette  ,FRA ,1972,M
1786,Otopeni  ,ROU ,1981,M
1787,Bucharest  ,ROU ,1983,F
1788,NTP-Sasebo  ,JPN ,1967,M
1789,LDA-RC  ,JPN ,1969,M
