Rank,Club,Country,YOB,Gender
1243,Mipt-O-Team  ,RUS ,1988,M
1244,Clapham Chasers  ,GBR ,1973,M
1245,Sisport SSD  ,ITA ,1974,M
1246,Potasze  ,POL ,1971,M
1247,Mont Escape  ,ESP ,1975,M
1248,Peña Guara  ,ESP ,1972,M
1249,Schoten  ,BEL ,1991,M
1250,Alhemeti  ,SWE ,1977,M
1251,Pont À Marcq  ,FRA ,1985,F
1252,West Haddon  ,GBR ,1980,M
1253,West Haddon  ,GBR ,1975,F
1254,Skyteamcam  ,FRA ,1983,M
1255,Szczecin  ,POL ,1981,M
1256,Guidel  ,FRA ,1983,M
1257,Montreal  ,CAN ,1986,M
1258,A3Alencon  ,FRA ,1972,F
1259,Team100Mile  ,JPN ,1971,M
1260,Team Instinct  ,KOR ,1979,M
1261,Paris  ,FRA ,1971,M
1262,Osgodby  ,GBR ,1963,M
1263,Noyal-Chatillon-Sur-S...  ,FRA ,1979,M
1264,Chamonix  ,GBR ,1970,F
1265,LOS Lopitos  ,CHI ,1965,M
1266,Shah Alam  ,MAS ,1975,M
1267,Clamart  ,FRA ,1974,M
1268,C.E. Sanloria  ,AND ,1969,M
1269,Malaga (Cártama)  ,ESP ,1973,M
1270,Amfibija  ,SLO ,1978,M
1271,Hong Kong  ,MAS ,1980,M
1272,Portet Athletic Club  ,FRA ,1972,M
1273,Aosta  ,ITA ,1974,M
1274,CCA Rouffach  ,FRA ,1985,M
1275,SPA Striders  ,GBR ,1973,M
1276,Montereau-Fault-Yonne  ,FRA ,1974,M
1277,Montalba'Trail  ,FRA ,1978,M
1278,Tokyo  ,JPN ,1972,M
1279,FAT Boys UK  ,GBR ,1981,F
1280,Hong Kong  ,HKG ,1976,M
1281,Hong Kong  ,HKG ,1969,M
1282,Moloni  ,POR ,1971,M
1283,Running Panda  ,CHN ,1983,M
1284,Cayir Manyaklari  ,TUR ,1981,F
1285,Dallas Dirt Runners  ,USA ,1963,M
1286,Rimini Marathon Rn518  ,ITA ,1976,M
1287,SAM'PHY  ,FRA ,1987,M
1287,Lima  ,PER ,1964,M
1289,Paris  ,FRA ,1992,M
1290,Boulogne-Billancourt  ,FRA ,1959,M
1291,Essha Segre  ,FRA ,1977,M
1292,Roodepoort  ,RSA ,1971,M
1293,Spa  ,BEL ,1981,M
1294,Shibuya-Ku  ,JPN ,1970,F
1295,Exeter  ,ESP ,1973,M
1296,Trail & Pandelygtesjov  ,DEN ,1982,M
1297,Hägersten  ,SWE ,1985,M
1298,Paris  ,FRA ,1978,M
1299,Trebbin Ot Thyrow  ,GER ,1974,F
1300,Bend  ,USA ,1971,M
1301,Warsaw  ,POL ,1979,M
1302,Pauluzak TRT  ,ARG ,1986,M
1303,Castellon  ,ROU ,1986,M
1304,Ironcoach  ,SWE ,1980,M
1305,Råå  ,SWE ,1976,M
1306,Grpzxp6Hzn  ,ITA ,1983,M
1307,Mar Del Plata  ,ARG ,1976,M
1308,Courmayeurs Trailers  ,ITA ,1972,M
1308,Courmayeur Trailers  ,ITA ,1981,M
1310,Vacquiers  ,FRA ,1969,M
1311,CTU  ,FRA ,1980,M
1312,Crewstach  ,FRA ,1983,M
1313,Crewstach  ,FRA ,1982,M
1314,Soucieu-En-Jarrest  ,FRA ,1986,M
1315,East BAY Quadbangers  ,USA ,1973,M
1316,Lisboa  ,POR ,1971,M
1317,Colmar Marathon Club  ,FRA ,1989,M
1318,Paris  ,FRA ,1963,M
1319,Team Coudray  ,FRA ,1973,M
1320,Grugliasco (Torino)  ,ITA ,1978,M
1321,Lint  ,BEL ,1975,M
1322,Benalmádena  ,ESP ,1978,M
1323,ABV Montaigu Vendee  ,FRA ,1979,M
1324,Raid Landes Aventure  ,FRA ,1977,M
1325,Guignicourt-Sur-Vence  ,FRA ,1975,M
1326,VTT Jalles Evasion  ,FRA ,1975,M
1327,Sainte-Ode  ,BEL ,1990,F
1328,Razor  ,FRA ,1976,M
1329,Porto  ,POR ,1970,F
1330,Addlestone  ,GBR ,1981,M
1331,OPA-400Team  ,FRA ,1973,M
1332,Angers  ,FRA ,1978,M
1333,Filipino Trail Runners...  ,PHI ,1990,M
1334,the Running Club  ,FRA ,1977,M
1335,Villiers Sport Nature  ,FRA ,1976,M
1336,Rbrgtrc  ,JPN ,1977,M
1337,Damery  ,FRA ,1966,M
1338,Angers  ,FRA ,1971,M
1339,Saone  ,FRA ,1973,F
1340,Stone Master Marathoners  ,GBR ,1974,M
1341,Granada  ,ESP ,1974,M
1342,Morgantown  ,USA ,1980,M
1343,Pessac  ,FRA ,1968,M
1344,Ktra  ,KOS ,1981,M
1345,Teknolojim  ,TUR ,1977,M
1346,Potigny  ,FRA ,1986,M
1347,Punk Sant Joan  ,ESP ,1984,M
1348,Bangkok  ,JPN ,1964,M
1349,Hong Kong  ,HKG ,1976,M
1349,Hong Kong  ,HKG ,1979,M
1351,Hong Kong  ,HKG ,1986,F
1352,Thorndon  ,NZL ,1977,M
1353,Moirans  ,ESP ,1969,M
1354,London  ,GBR ,1974,M
1355,Concordia  ,ARG ,1971,M
1356,Altra RED Team Thailand  ,THA ,1985,M
1357,Champ.REN  ,JPN ,1974,M
1358,S/L SG la Wantzenau  ,FRA ,1964,M
1359,Le Tremblay S/Mauldre  ,FRA ,1966,M
1360,"Greenwich, Ct  ",USA ,1983,M
1361,Peissant  ,BEL ,1975,M
1362,Sestu  ,ITA ,1977,M
1363,Mckinney  ,USA ,1974,M
1364,Odos  ,FRA ,1976,M
1365,Tokyo  ,JPN ,1985,M
1366,Balma  ,FRA ,1976,F
1366,Balma  ,FRA ,1974,M
1368,Lima  ,PER ,1972,F
1368,València  ,PER ,1980,M
1370,São Paulo  ,BRA ,1974,M
1371,Tsuen Wan Nt Hong Kong  ,HKG ,1967,M
1372,Hong Kong  ,HKG ,1968,M
1373,Newton Abbot  ,GBR ,1971,M
1374,Gatineau  ,CAN ,1970,M
1375,TOS Athle  ,FRA ,1978,M
1376,Team Chullanka  ,FRA ,1982,M
1377,AL Echirolles  ,FRA ,1972,M
1378,Verneui Oxygene  ,FRA ,1979,M
1378,Anyera Ceuta  ,ESP ,1976,M
1378,Brookline  ,USA ,1969,M
1381,Glasgow  ,GBR ,1972,M
1382,Team Run TO the Hills  ,SWE ,1973,M
1383,Mtnv  ,FRA ,1983,M
1384,Chelmsford  ,GBR ,1977,M
1385,Springfield Striders  ,GBR ,1971,M
1386,Haut Velo  ,SWE ,1974,M
1387,Airbus Elancourt  ,FRA ,1967,M
1388,"Meguro Ku,Tokyo  ",JPN ,1964,M
1389,Verneuil Sur Vienne  ,FRA ,1979,M
1390,Cesena Triathlon  ,ITA ,1976,M
1391,Woking  ,GBR ,1976,M
1392,Singapore  ,SGP ,1978,M
1393,Coros  ,USA ,1980,M
1394,Saint-Chamond  ,FRA ,1983,M
1395,Boulogne  ,FRA ,1968,M
1395,Boulogne-Billancourt  ,FRA ,1996,M
1397,Bacu  ,ROU ,1979,M
1398,Macau  ,MAC ,1981,M
1399,GSD Valtanaro  ,ITA ,1970,M
1400,Dive Into the Mountains  ,POR ,1975,M
1401,Taconnay  ,FRA ,1986,M
1402,Dive Into the Mountains  ,POR ,1979,M
1403,Trepacerros  ,GER ,1991,M
1404,Endavant66  ,FRA ,1963,M
1405,Bohus  ,SWE ,1974,M
1406,Inkoo  ,FIN ,1980,M
1407,Usse  ,FRA ,1974,M
1408,St Neots Riverside Run...  ,POR ,1987,M
1409,Shizuoka  ,JPN ,1973,M
1410,Warsaw  ,POL ,1971,M
1411,Vegan Power  ,SLO ,1990,M
1412,Singapore  ,SGP ,1975,M
1413,Tendon  ,FRA ,1973,M
1414,Jersey City  ,USA ,1973,M
1415,Saint Louis  ,USA ,1969,M
1416,Injinji  ,USA ,1969,F
1417,Terrassa  ,ESP ,1960,M
1418,Dunedin  ,FRA ,1989,M
1419,Getfit  ,ARG ,1978,M
1420,Praha 4  ,CZE ,1969,M
1421,Zurich  ,FRA ,1992,M
1422,ABV Montaigu Vendee  ,FRA ,1979,M
1423,Club Atletismo Morata ...  ,ESP ,1975,M
1424,Team Gaarenbeahero  ,ITA ,1979,M
1425,Clapham Chasers  ,GBR ,1977,M
1426,Dorchester  ,GBR ,1974,M
1427,AK Sljeme  ,CRO ,1980,F
1428,Culpeper  ,USA ,1983,F
1429,Niepołomice Biegają  ,POL ,1969,M
1430,Evadict/Decathlon Pattaya  ,THA ,1964,M
1431,Club de Trail la Cours...  ,CAN ,1981,M
1432,Animal Rights Runners  ,GRE ,1977,M
1433,Manchester  ,GBR ,1978,M
1434,Rixensart  ,BEL ,1987,M
1435,London  ,HUN ,1986,M
1436,Erskineville  ,FRA ,1985,F
1437,Happyornot  ,FIN ,1978,M
1438,Invictus  ,KOR ,1966,M
1439,Brooklyn  ,USA ,1982,F
1439,Linselles  ,FRA ,1977,M
1441,Coventry  ,ROU ,1988,M
1442,Villa Constitucion  ,ARG ,1983,M
1443,Dijon Singletrack  ,FRA ,1974,M
1444,La Muraz  ,SUI ,1970,M
1445,Team Samba  ,FRA ,1968,M
1446,Trail Vaucluse  ,FRA ,1982,M
1447,Els Pallresos  ,ESP ,1977,M
1447,Club Esqui Tremp  ,ESP ,1978,M
1449,Lisboa  ,POR ,1979,M
1450,Kaninos  ,POR ,1971,M
1451,Kaninos  ,POR ,1975,M
1452,Pluneret  ,FRA ,1967,M
1453,Λυκοι ΚΕχαγιογλου  ,GRE ,1968,M
1454,San Andres De Giles  ,ARG ,1975,M
1455,TCN  ,FRA ,1971,M
1456,Bouc Bel Air  ,FRA ,1982,M
1457,Paris  ,FRA ,1987,M
1458,SM Montrouge  ,FRA ,1984,M
1459,CD Atracon  ,ESP ,1981,M
1460,Murcia  ,GBR ,1969,M
1461,Bprunco  ,USA ,1985,M
1462,Motueka  ,NZL ,1957,M
1463,TWO River Running Group  ,USA ,1972,M
1464,Erretraining  ,ARG ,1980,M
1465,FTK  ,MAS ,1969,M
1466,Kendal  ,GBR ,1970,M
1467,Heysham  ,GBR ,1966,M
1468,Gap  ,FRA ,1977,M
1469,Taipei  ,TPE ,1977,F
1470,Boston Hares  ,USA ,1989,M
1471,Camborne  ,GBR ,1971,M
1472,Montebelluna  ,ITA ,1978,M
1473,Playlife Ponzano  ,ITA ,1981,F
1474,Lyon  ,FRA ,1968,M
1475,Gatineau  ,JPN ,1966,F
1476,Saint Michel Le Cloucq  ,FRA ,1973,M
1477,Cerdanyola Del Valles  ,ESP ,1972,M
1478,Scania Road Runners  ,SWE ,1975,M
1479,Nature et Jogging  ,FRA ,1963,M
1480,NOT-Hike-Alone  ,HKG ,1980,M
1481,Lykoi Kehayioglou-Drift  ,GRE ,1974,M
1482,Altitudes Trail  ,FRA ,1972,M
1483,les Zinzins des Coteau...  ,FRA ,1979,M
1484,Périgné  ,FRA ,1984,M
1485,Bpbo31  ,FRA ,1959,M
1486,Running Trail Tervillois  ,FRA ,1977,M
1487,Penya Ratafia  ,ESP ,1963,M
1488,Weiningen  ,SUI ,1980,M
1489,US Atletica Quinto Mas...  ,ITA ,1971,M
1490,Moloni Running Team  ,POR ,1964,M
1491,Lyon  ,FRA ,1987,M
1492,Team100Milejp  ,JPN ,1974,M
1493,Good Times Running Crew  ,GBR ,1977,M
1494,LET'S Run  ,THA ,1982,M
1495,Wentworth Falls  ,AUS ,1970,F
1496,Vivobarefoot Finland  ,FIN ,1980,M
1496,Aurejarven Nutsaaja  ,FIN ,1975,M
1498,"Usko, Toivo JA Rasva  ",FIN ,1985,M
1499,Jerusalem  ,ISR ,1983,M
1500,Kanagawa  ,JPN ,1980,M
1501,Casilda  ,ARG ,1995,M
1502,Bihorel  ,FRA ,1971,F
1503,Bihorel  ,FRA ,1970,M
1504,Bangkok  ,THA ,1976,M
1505,Modbury  ,GBR ,1972,M
1506,Le Mans  ,ESP ,1976,M
1507,Le Creusot  ,FRA ,1975,M
1508,"Juda &Amp,Samerya  ",ISR ,1973,M
1509,Nezitrail  ,FRA ,1991,M
1510,Nantes  ,FRA ,1964,M
1511,Villiers Saint Frederic  ,FRA ,1971,M
1512,HTF Ludwik Sikorski Ki...  ,POL ,1977,M
1513,Lacroix-Falgarde  ,FRA ,1987,M
1514,Fuilla  ,ROU ,1984,F
1515,CAP'Alouettes  ,FRA ,1978,M
1516,Podistica Pratese  ,ITA ,1959,M
1517,Montbeliard  ,FRA ,1982,M
1517,Cercedilla  ,GBR ,1979,M
1519,EPM Athletisme  ,FRA ,1970,F
1520,2720  ,ESP ,1973,M
1521,Until the Peak  ,FRA ,1992,M
1522,Yamanashi  ,JPN ,1967,M
1523,Bucuresti  ,ROU ,1948,M
1524,Zürich  ,FRA ,1998,F
1525,Nantes  ,FRA ,1973,M
1526,Matamon Trail  ,ESP ,1972,M
1526,Matamon Trail  ,ESP ,1977,M
1528,Running Val D’Hyrome  ,FRA ,1975,M
1529,Lyon  ,FRA ,1984,M
1530,New Territories  ,HKG ,1978,M
1531,Marietta  ,USA ,1982,M
1532,Bad Boy Running Club  ,GBR ,1981,M
1533,Heemstede  ,AUS ,1986,M
1533,Guildford  ,GBR ,1977,M
1535,Trail Maggots  ,GBR ,1984,M
1536,Trail Villena  ,ESP ,1978,M
1537,Montreux Trail Festival  ,POR ,1985,M
1538,Saint-Marcel  ,FRA ,1980,M
1539,Maria Blanga  ,FRA ,1975,M
1540,Natturuhlaup  ,ISL ,1969,F
1540,Fairlight  ,AUS ,1986,M
1542,OFF'Argis  ,FRA ,1979,M
1543,Dommartin Les Remiremont  ,FRA ,1972,M
1544,Cornogiovine  ,ITA ,1967,M
1545,UEC Tortosa  ,ESP ,1971,M
1546,Magredi Mountain Trail  ,ITA ,1971,M
1547,Knotty and Dotty  ,AUS ,1974,M
1548,Studio Peterson  ,BRA ,1979,F
1549,SRD 315 Sjeverozapad  ,CRO ,1986,M
1550,Chiba  ,JPN ,1968,M
1551,Chippenham Harriers  ,GBR ,1970,M
1552,New York  ,USA ,1960,M
1553,Vincennes  ,FRA ,1977,M
1554,AK Niskogorci  ,MNE ,1979,M
1554,Froideconche  ,FRA ,1980,M
1556,Sam12  ,FRA ,1977,M
1557,Tokyo  ,JPN ,1984,M
1558,Club Sportif IBM Nice ...  ,FRA ,1969,M
1559,Runprogress Team  ,POL ,1978,M
1560,Sakairun  ,THA ,1983,M
1561,Croissy Sur Seine  ,FRA ,1969,M
1562,Etoy  ,FRA ,1964,M
1563,Paterna Runner Club  ,ESP ,1980,M
1564,Portet Athletic Club  ,ITA ,1980,M
1565,Saint Paul  ,FRA ,1983,M
1566,Acolit  ,FRA ,1978,M
1567,Running Seysses / Run ...  ,FRA ,1977,M
1568,Edinburgh  ,GBR ,1976,M
1569,Ripollet  ,ESP ,1979,M
1570,Duofitness  ,ESP ,1976,M
1570,DUO Fitness  ,ESP ,1973,M
1572,DUO Fitness  ,ESP ,1957,M
1572,Barbers Ruiners  ,ESP ,1981,M
1574,UP-SMB  ,PHI ,1986,M
1575,Lusk AC  ,IRL ,1958,M
1576,A TO Trapo  ,ESP ,1978,M
1577,A TO Trapo  ,ESP ,1981,F
1577,Club Deportivo Runiam  ,ESP ,1972,M
1579,A TO Trapo  ,ESP ,1978,M
1580,Dry  ,FRA ,1974,M
1581,Beaujeu  ,FRA ,1972,M
1582,Velha Guarda  ,POR ,1986,M
1583,Barcelinhos Barcelos  ,POR ,1989,F
1584,LA Foulee Meynoise  ,FRA ,1975,F
1585,Puretrail  ,GBR ,1973,F
1585,Hyde Park Harriers  ,GBR ,1975,M
1585,Hyde Park Harriers  ,GBR ,1980,M
1588,Haymarket  ,USA ,1970,M
1589,Ilkley Harriers  ,GBR ,1972,M
1590,Crewstach  ,FRA ,1983,M
1591,Crewstach  ,FRA ,1983,M
1592,Saint Amand Montrond  ,FRA ,1986,M
1593,Fraserburgh  ,GBR ,1971,M
1594,Trois-Rivières  ,CAN ,1969,M
1595,Barra Energetica Team  ,ARG ,1981,F
1596,Tcmc  ,JPN ,1977,M
1597,Cranleigh  ,GBR ,1965,M
1598,Virginia Happy Trails ...  ,USA ,1977,M
1599,Invictus  ,KOR ,1969,M
1600,Paris  ,JPN ,1969,M
1601,Seysses  ,FRA ,1985,M
1602,CRC  ,HKG ,1965,F
1603,Movie Beats  ,POL ,1983,M
1604,Trailblazers  ,AUS ,1977,F
1605,Freshwater  ,GBR ,1973,F
1605,Trailblazers  ,IRL ,1973,F
1607,CAP I Cames Trail Running  ,ESP ,1982,F
1608,Chtswood Nsw  ,JPN ,1972,M
1609,Oxford  ,CAN ,1976,M
1610,Zevio  ,ROU ,1984,M
1611,Defi Outdoor  ,FRA ,1985,M
1611,Defi-Outdoor  ,FRA ,1977,M
1613,Team Fenix  ,FRA ,1975,M
1613,Team Fenix  ,FRA ,1978,M
1615,เมืองภูเก็ต  ,THA ,1973,M
1616,Alnwick  ,GBR ,1964,M
1617,Les Hauts-Geneveys  ,FRA ,1980,M
1618,Ttda  ,BEL ,1970,M
1618,Ttda  ,BEL ,1981,M
1620,Piacenza  ,ITA ,1981,F
1620,Piacenza  ,ITA ,1980,M
1622,Clamart  ,FRA ,1990,M
1623,Emerainville  ,FRA ,1992,M
1624,Saint-Christophe Vallon  ,FRA ,1964,M
1625,La Planche  ,FRA ,1979,M
1626,Paris  ,FRA ,1994,M
1627,Passy  ,NED ,1982,M
1628,Venray  ,NED ,1967,M
1629,BIK Stockholm  ,SWE ,1967,M
1630,Foissiat Bresse Running  ,FRA ,1963,M
1631,"Tiburon, Ca  ",USA ,1965,M
1632,Virum  ,DEN ,1971,M
1633,High Peak  ,GBR ,1981,M
1634,Montbonnot St Martin  ,FRA ,1973,F
1635,Montbonnot  ,FRA ,1974,M
1636,Sant Boi De Llobregat  ,ESP ,1984,M
1637,Finnish Marathon Runners  ,USA ,1976,M
1638,Nanterre  ,FRA ,1974,M
1639,Labenne  ,FRA ,1977,M
1640,Getfit  ,ARG ,1980,F
1641,Kumamoto Trek  ,JPN ,1954,M
1642,Bristol  ,GBR ,1973,M
1642,Ravenel  ,FRA ,1974,M
1644,Mellac  ,FRA ,1984,M
1645,Machida City  ,JPN ,1980,M
1646,Courir Livron Loisir  ,FRA ,1982,M
1647,Aling Norma'S Eatery  ,PHI ,1982,M
1648,Courir A Morieres  ,FRA ,1976,M
1649,Chloro Biking  ,FRA ,1972,M
1650,Aire Sur La Lys  ,FRA ,1978,M
1651,Umeå  ,SWE ,1967,M
1652,鎌倉frc  ,JPN ,1964,F
1653,Run for Fun Slovakia  ,SVK ,1974,M
1654,Triathlon Club Douai  ,FRA ,1979,M
1655,Altra Team RED  ,FRA ,1980,M
1656,"Livingston, Tx  ",USA ,1969,F
1657,Serrieres En Chautagne  ,FRA ,1981,M
1658,Mendoza Trial Academy  ,ARG ,1967,M
1658,Monument  ,USA ,1978,M
1660,Kuala Lumpur  ,MAS ,1976,M
1661,Brooklyn  ,USA ,1962,F
1662,Joginreims  ,FRA ,1981,M
1663,Armoy  ,FRA ,1958,M
1664,"Fountain Valley, Ca  ",USA ,1977,M
1665,Saint Priest  ,FRA ,1987,M
1666,AS Magenta  ,FRA ,1966,F
1667,TOS Trail  ,FRA ,1976,F
1668,ASD Atina Trail Running  ,ITA ,1972,M
1669,Jokamika Team  ,POR ,1978,M
1670,Hong Kong  ,HKG ,1966,M
1671,Surikati / Eveko Polig...  ,LAT ,1986,M
1672,UA Societe Generale  ,FRA ,1974,M
1673,Mediterunners  ,ESP ,1974,M
1674,Run IN Annecy  ,FRA ,1984,M
1675,Tabanac  ,FRA ,1985,M
1676,Chamonix Mont-Blanc  ,FRA ,1976,M
1677,St Didier Au Mont D’Or  ,FRA ,1967,M
1678,X-Crew  ,JPN ,1973,M
1679,Cister Team  ,FRA ,1979,M
1680,Burdinkurutz M.T.  ,ESP ,1970,F
1681,Brooklyn  ,FRA ,1977,M
1682,SRD 315 Sjeverozapad  ,CRO ,1982,M
1683,Paris  ,FRA ,1963,M
1684,Crit  ,CAN ,1964,M
1685,Valencia  ,ESP ,1966,M
1686,Adrenalina  ,ESP ,1973,M
1687,Alcatel-Lucent  ,FRA ,1981,M
1688,Team Run Run  ,AUS ,1973,M
1689,Mavir SE  ,HUN ,1976,M
1690,Barchon  ,BEL ,1979,M
1691,Rotterdam  ,NED ,1974,M
1692,Plan-Les-Ouates  ,SUI ,1975,M
1693,Addaday  ,USA ,1976,M
1694,DSA Pontarlier  ,FRA ,1992,F
1695,Heaton Harriers  ,GBR ,1980,F
1696,Running Panda  ,FRA ,1983,F
1697,Andijk  ,NED ,1974,M
1698,Six-Fours-Les-Plages  ,FRA ,1973,M
1699,Saint-Urbain Maconcourt  ,FRA ,1993,M
1699,ABC LE Beausset  ,FRA ,1980,M
1701,Locon  ,FRA ,1981,M
1702,Efsra  ,FRA ,1982,M
1703,Evian OFF Course  ,FRA ,1975,M
1704,Efsra  ,FRA ,1968,M
1704,Boult Sur Suippe  ,FRA ,1981,M
1706,Esfra  ,FRA ,1971,M
1707,Efsra  ,FRA ,1978,M
1708,GTT - Armazem do Caffe  ,POR ,1967,M
1709,Telefonica Profuturo  ,ESP ,1974,M
1710,PNA Sarlat la Caneda  ,FRA ,1972,M
1711,Almaden  ,ESP ,1980,M
1712,Genepi Groupe Trail  ,FRA ,1968,M
1713,Osk115 Trail  ,THA ,1979,M
1714,Osk115 Trail  ,THA ,1979,M
1715,Boulogne Billancourt  ,FRA ,1971,M
1716,Vigneux Sur Seine  ,FRA ,1976,M
1717,Osk115 Trail  ,THA ,1977,M
1718,Danmo Run 丹墨跑步  ,FRA ,1981,M
1719,Anicka Skyrun Kladno  ,CZE ,1984,M
1720,AS-Bourse de Paris  ,FRA ,1959,M
1721,Kanagawa  ,JPN ,1964,F
1722,Berck  ,FRA ,1969,M
1723,Queenstown  ,GBR ,1979,M
1724,Paris  ,FRA ,1971,M
1725,Proactive Nutrition / ...  ,FRA ,1971,M
1726,Willpower  ,GER ,1969,M
1727,Joggers du Couesnon  ,FRA ,1968,M
1727,Joggers du Couesnon  ,FRA ,1969,M
1729,Ripollet  ,ESP ,1973,M
1730,Kyoto City  ,JPN ,1974,F
1731,Twickenham  ,GBR ,1975,M
1732,NRG  ,AUS ,1964,M
1733,LG Ultralauf  ,GER ,1964,M
1734,Athletic Belair Club (08)  ,FRA ,1974,M
1735,Flavy-Le-Martel  ,FRA ,1972,M
1736,Buenos Aires  ,ARG ,1981,M
1737,Phuket  ,THA ,1965,M
1738,Sainte Clotilde  ,FRA ,1974,M
1739,Utrecht  ,NED ,1992,M
1740,SOB  ,USA ,1973,M
1741,Amsterdam  ,NED ,1988,M
1742,Lasne  ,BEL ,1969,M
1743,Club Ecta Independent ...  ,ESP ,1975,M
1744,Gif-Sur-Yvette  ,ITA ,1968,M
1745,Aiiiiiiiadelante Team  ,ESP ,1953,M
1746,Trakks Traileurs des F...  ,BEL ,1979,M
1747,Kecskemet  ,HUN ,1984,M
1748,Saint Paul  ,FRA ,1977,M
1749,Göteborg  ,JPN ,1983,M
1750,Correrayuda  ,ARG ,1979,M
1751,O2 MAX Endurance  ,THA ,1981,M
1752,Trailway  ,THA ,1985,M
1753,Fontaine-Les-Dijon  ,FRA ,1986,M
1754,Trailway  ,THA ,1978,M
1755,Metropole Trail Nature...  ,FRA ,1978,M
1756,"Strt,Bk러닝/Buffkorea  ",KOR ,1980,F
1757,USM Olivet  ,FRA ,1969,M
1758,Hoka Thailand  ,THA ,1971,M
1759,LA Foulee de Greasque  ,FRA ,1971,F
1760,Corio Trail Running Team  ,ITA ,1985,M
1761,Oxygene68  ,FRA ,1978,M
1762,London  ,FRA ,1982,M
1763,Concord  ,CAN ,1961,F
1764,Ncurc  ,JPN ,1982,M
1765,LAC Blanc SKI Nordique  ,FRA ,1970,M
1766,London  ,GBR ,1974,M
1767,Dream Team  ,FRA ,1982,M
1767,PDC  ,COL ,1981,M
1769,Segeltorp  ,SWE ,1979,F
1770,Clermont-Ferrand  ,FRA ,1968,F
1771,Inzynier.EU  ,POL ,1967,M
1772,Shizuoka-City  ,JPN ,1973,M
1773,Pour Mamie <3 France A...  ,FRA ,1988,M
1774,Nerima Olc/Ultra PJ  ,JPN ,1962,M
1775,Alessandria  ,ITA ,1985,F
1776,Scuola DI Maratona Vit...  ,ITA ,1962,M
1777,Tokyo  ,JPN ,1971,F
1778,Paris  ,FRA ,1986,M
1779,Seogwipo Jeju Island  ,KOR ,1973,M
1780,SRD 315 Sjeverozapad  ,CRO ,1982,M
1781,Hyougo  ,JPN ,1976,M
1782,Courir A Vezin  ,FRA ,1963,M
1783,Courir et Sourire/Terr...  ,FRA ,1977,F
1784,Vincennes  ,FRA ,1980,M
1785,Carnouette  ,FRA ,1972,M
1786,Otopeni  ,ROU ,1981,M
1787,Bucharest  ,ROU ,1983,F
1788,NTP-Sasebo  ,JPN ,1967,M
1789,LDA-RC  ,JPN ,1969,M
